ensembl_gene_id	ensembl_transcript_id	ensembl_exon_id	rank	transcript_biotype
ENSG00000186376	ENST00000370764	ENSE00001453582	4	protein_coding
ENSG00000151914	ENST00000370765	ENSE00001946367	24	protein_coding
ENSG00000186376	ENST00000370766	ENSE00001257745	7	protein_coding
ENSG00000162613	ENST00000370767	ENSE00001453588	20	protein_coding
ENSG00000162613	ENST00000370768	ENSE00001916670	20	protein_coding
ENSG00000203950	ENST00000370775	ENSE00001453601	1	protein_coding
ENSG00000101928	ENST00000370779	ENSE00001847637	5	protein_coding
ENSG00000101928	ENST00000370783	ENSE00001914023	6	protein_coding
ENSG00000156504	ENST00000370790	ENSE00001453637	9	protein_coding
ENSG00000077254	ENST00000370792	ENSE00001435409	22	protein_coding
ENSG00000077254	ENST00000370794	ENSE00001920503	24	protein_coding
ENSG00000036549	ENST00000370798	ENSE00001453653	14	protein_coding
ENSG00000156531	ENST00000370799	ENSE00001453658	9	protein_coding
ENSG00000156531	ENST00000370800	ENSE00001435396	8	protein_coding
ENSG00000036549	ENST00000370801	ENSE00001859472	15	protein_coding
ENSG00000156531	ENST00000370803	ENSE00001875599	11	protein_coding
ENSG00000142892	ENST00000370812	ENSE00003843855	11	protein_coding
ENSG00000147257	ENST00000370818	ENSE00001921825	8	protein_coding
ENSG00000101181	ENST00000370823	ENSE00003462050	7	protein_coding
ENSG00000137955	ENST00000370826	ENSE00001453714	4	protein_coding
ENSG00000076716	ENST00000370828	ENSE00001453718	9	protein_coding
ENSG00000171004	ENST00000370836	ENSE00001453732	4	protein_coding
ENSG00000117054	ENST00000370841	ENSE00000000194	12	protein_coding
ENSG00000171307	ENST00000370842	ENSE00001453773	11	protein_coding
ENSG00000076770	ENST00000370853	ENSE00001453764	8	protein_coding
ENSG00000137968	ENST00000370855	ENSE00001555779	24	protein_coding
ENSG00000076770	ENST00000370857	ENSE00001949546	7	protein_coding
ENSG00000101182	ENST00000370858	ENSE00001866386	3	protein_coding
ENSG00000137968	ENST00000370859	ENSE00001453775	24	protein_coding
ENSG00000162623	ENST00000370867	ENSE00003846826	6	protein_coding
ENSG00000101182	ENST00000370873	ENSE00003842563	7	protein_coding
ENSG00000171311	ENST00000370884	ENSE00001855682	6	protein_coding
ENSG00000171311	ENST00000370885	ENSE00001958358	7	protein_coding
ENSG00000171311	ENST00000370886	ENSE00001553757	7	protein_coding
ENSG00000137269	ENST00000370888	ENSE00001453839	14	protein_coding
ENSG00000254685	ENST00000370898	ENSE00001453858	4	protein_coding
ENSG00000171311	ENST00000370902	ENSE00001821930	8	protein_coding
ENSG00000124743	ENST00000370905	ENSE00000850562	3	protein_coding
ENSG00000012660	ENST00000370913	ENSE00001453895	3	protein_coding
ENSG00000149657	ENST00000370915	ENSE00001453907	4	protein_coding
ENSG00000132485	ENST00000370920	ENSE00001867543	10	protein_coding
ENSG00000165675	ENST00000370935	ENSE00001453945	14	protein_coding
ENSG00000116761	ENST00000370938	ENSE00001066694	12	protein_coding
ENSG00000112146	ENST00000370939	ENSE00001889881	13	protein_coding
ENSG00000118454	ENST00000370944	ENSE00000995737	13	protein_coding
ENSG00000116754	ENST00000370950	ENSE00001907631	13	protein_coding
ENSG00000116754	ENST00000370951	ENSE00001453978	13	protein_coding
ENSG00000066557	ENST00000370952	ENSE00001453981	15	protein_coding
ENSG00000170899	ENST00000370960	ENSE00001453994	4	protein_coding
ENSG00000170899	ENST00000370963	ENSE00003618549	7	protein_coding
ENSG00000024526	ENST00000370966	ENSE00001815174	11	protein_coding
ENSG00000116729	ENST00000370971	ENSE00001454028	2	protein_coding
ENSG00000056277	ENST00000370978	ENSE00001933076	19	protein_coding
ENSG00000172380	ENST00000370982	ENSE00001454049	4	protein_coding
ENSG00000116717	ENST00000370986	ENSE00001677170	4	protein_coding
ENSG00000142864	ENST00000370990	ENSE00001816516	8	protein_coding
ENSG00000052749	ENST00000370992	ENSE00003577905	34	protein_coding
ENSG00000142864	ENST00000370994	ENSE00001454078	8	protein_coding
ENSG00000142864	ENST00000370995	ENSE00001919314	8	protein_coding
ENSG00000132825	ENST00000370996	ENSE00001454080	1	protein_coding
ENSG00000198160	ENST00000371012	ENSE00001430914	5	protein_coding
ENSG00000181274	ENST00000371019	ENSE00001454131	1	protein_coding
ENSG00000165879	ENST00000371021	ENSE00001454138	1	protein_coding
ENSG00000101166	ENST00000371033	ENSE00001916454	5	protein_coding
ENSG00000188706	ENST00000371064	ENSE00001408863	10	protein_coding
ENSG00000213625	ENST00000371065	ENSE00001902697	4	protein_coding
ENSG00000096093	ENST00000371068	ENSE00003591166	11	protein_coding
ENSG00000187122	ENST00000371070	ENSE00001598299	37	protein_coding
ENSG00000162437	ENST00000371072	ENSE00001947009	12	protein_coding
ENSG00000185483	ENST00000371079	ENSE00001454303	9	protein_coding
ENSG00000185483	ENST00000371080	ENSE00001454306	7	protein_coding
ENSG00000087460	ENST00000371081	ENSE00003621304	4	protein_coding
ENSG00000079739	ENST00000371084	ENSE00001370961	11	protein_coding
ENSG00000116652	ENST00000371086	ENSE00001425694	1	lncRNA
ENSG00000203965	ENST00000371088	ENSE00003515952	14	protein_coding
ENSG00000142856	ENST00000371092	ENSE00001170346	10	protein_coding
ENSG00000087460	ENST00000371095	ENSE00003658282	12	protein_coding
ENSG00000196233	ENST00000371103	ENSE00001930950	8	protein_coding
ENSG00000187140	ENST00000371116	ENSE00001454381	1	protein_coding
ENSG00000125703	ENST00000371118	ENSE00001454382	5	protein_coding
ENSG00000125703	ENST00000371120	ENSE00001382901	11	protein_coding
ENSG00000102038	ENST00000371122	ENSE00001884739	25	protein_coding
ENSG00000102038	ENST00000371123	ENSE00001454390	24	protein_coding
ENSG00000132855	ENST00000371129	ENSE00001454405	7	protein_coding
ENSG00000009694	ENST00000371130	ENSE00001454404	31	protein_coding
ENSG00000124222	ENST00000371132	ENSE00001435967	8	protein_coding
ENSG00000077147	ENST00000371142	ENSE00001454453	15	protein_coding
ENSG00000101972	ENST00000371144	ENSE00001824627	34	protein_coding
ENSG00000101972	ENST00000371145	ENSE00000000268	35	protein_coding
ENSG00000162607	ENST00000371146	ENSE00001454459	9	protein_coding
ENSG00000101972	ENST00000371157	ENSE00001454511	33	protein_coding
ENSG00000132849	ENST00000371158	ENSE00001714413	43	protein_coding
ENSG00000162604	ENST00000371177	ENSE00001454542	5	protein_coding
ENSG00000162604	ENST00000371178	ENSE00001454544	5	retained_intron
ENSG00000162599	ENST00000371187	ENSE00001800145	10	protein_coding
ENSG00000101966	ENST00000371199	ENSE00001454620	7	protein_coding
ENSG00000138185	ENST00000371205	ENSE00001811430	10	protein_coding
ENSG00000134709	ENST00000371208	ENSE00001454621	22	protein_coding
ENSG00000119977	ENST00000371217	ENSE00001942029	14	protein_coding
ENSG00000059573	ENST00000371221	ENSE00001916944	18	protein_coding
ENSG00000177606	ENST00000371222	ENSE00001454665	1	protein_coding
ENSG00000059573	ENST00000371224	ENSE00001843244	18	protein_coding
ENSG00000162600	ENST00000371226	ENSE00001454682	9	protein_coding
ENSG00000101146	ENST00000371242	ENSE00001454726	12	protein_coding
ENSG00000162409	ENST00000371244	ENSE00001454729	9	protein_coding
ENSG00000095637	ENST00000371249	ENSE00001889771	25	protein_coding
ENSG00000162407	ENST00000371250	ENSE00001898322	6	protein_coding
ENSG00000116133	ENST00000371269	ENSE00003834716	9	protein_coding
ENSG00000162396	ENST00000371279	ENSE00001454836	2	protein_coding
ENSG00000243725	ENST00000371281	ENSE00001950635	10	protein_coding
ENSG00000171155	ENST00000371313	ENSE00001893998	3	protein_coding
ENSG00000232119	ENST00000371315	ENSE00001945757	6	protein_coding
ENSG00000162390	ENST00000371316	ENSE00001454930	17	protein_coding
ENSG00000232119	ENST00000371317	ENSE00001741867	6	protein_coding
ENSG00000158290	ENST00000371323	ENSE00001454939	20	protein_coding
ENSG00000119969	ENST00000371327	ENSE00001454962	10	protein_coding
ENSG00000116205	ENST00000371331	ENSE00001454964	4	protein_coding
ENSG00000119969	ENST00000371332	ENSE00003720673	19	protein_coding
ENSG00000005893	ENST00000371335	ENSE00001454975	9	protein_coding
ENSG00000116209	ENST00000371337	ENSE00001802972	3	protein_coding
ENSG00000116209	ENST00000371341	ENSE00001454983	8	protein_coding
ENSG00000116209	ENST00000371344	ENSE00000957697	5	protein_coding
ENSG00000153291	ENST00000371347	ENSE00001879308	9	protein_coding
ENSG00000116209	ENST00000371348	ENSE00001454995	7	protein_coding
ENSG00000173145	ENST00000371361	ENSE00001867872	21	protein_coding
ENSG00000125355	ENST00000371369	ENSE00001836733	9	protein_coding
ENSG00000116212	ENST00000371370	ENSE00001239906	9	protein_coding
ENSG00000138193	ENST00000371375	ENSE00001455087	31	protein_coding
ENSG00000081870	ENST00000371376	ENSE00001455090	2	protein_coding
ENSG00000081870	ENST00000371377	ENSE00001905608	5	protein_coding
ENSG00000138193	ENST00000371380	ENSE00003711053	32	protein_coding
ENSG00000112796	ENST00000371383	ENSE00003347777	5	protein_coding
ENSG00000124098	ENST00000371384	ENSE00001455111	3	protein_coding
ENSG00000131721	ENST00000371388	ENSE00001678225	4	protein_coding
ENSG00000181090	ENST00000371394	ENSE00001455133	16	nonsense_mediated_decay
ENSG00000101882	ENST00000371410	ENSE00001847017	9	protein_coding
ENSG00000203993	ENST00000371417	ENSE00001455188	3	lncRNA
ENSG00000101132	ENST00000371419	ENSE00001455195	4	protein_coding
ENSG00000197070	ENST00000371421	ENSE00001926645	8	protein_coding
ENSG00000058804	ENST00000371429	ENSE00001858669	18	protein_coding
ENSG00000125356	ENST00000371437	ENSE00001455224	3	protein_coding
ENSG00000124813	ENST00000371438	ENSE00002495651	8	protein_coding
ENSG00000125352	ENST00000371442	ENSE00001455235	1	protein_coding
ENSG00000182154	ENST00000371443	ENSE00001455236	2	protein_coding
ENSG00000095464	ENST00000371447	ENSE00001838714	22	protein_coding
ENSG00000196284	ENST00000371459	ENSE00001455267	11	protein_coding
ENSG00000196284	ENST00000371460	ENSE00001455268	13	protein_coding
ENSG00000162385	ENST00000371466	ENSE00001564641	4	protein_coding
ENSG00000162385	ENST00000371470	ENSE00001064645	5	protein_coding
ENSG00000171940	ENST00000371471	ENSE00001455296	6	protein_coding
ENSG00000165802	ENST00000371472	ENSE00001455299	16	protein_coding
ENSG00000165802	ENST00000371474	ENSE00001702555	14	protein_coding
ENSG00000096401	ENST00000371477	ENSE00001948716	16	protein_coding
ENSG00000138180	ENST00000371485	ENSE00001867167	9	protein_coding
ENSG00000157184	ENST00000371486	ENSE00001411904	5	protein_coding
ENSG00000182463	ENST00000371497	ENSE00001455378	3	protein_coding
ENSG00000116171	ENST00000371514	ENSE00002199588	16	protein_coding
ENSG00000020256	ENST00000371518	ENSE00001523463	9	protein_coding
ENSG00000020256	ENST00000371523	ENSE00000845641	5	protein_coding
ENSG00000203995	ENST00000371528	ENSE00001455449	14	protein_coding
ENSG00000162377	ENST00000371538	ENSE00001455475	3	protein_coding
ENSG00000134744	ENST00000371541	ENSE00001455479	16	processed_transcript
ENSG00000138190	ENST00000371543	ENSE00001455485	5	protein_coding
ENSG00000134744	ENST00000371544	ENSE00001821943	30	protein_coding
ENSG00000096384	ENST00000371554	ENSE00001427294	12	protein_coding
ENSG00000077721	ENST00000371558	ENSE00003843518	6	protein_coding
ENSG00000085840	ENST00000371568	ENSE00001455517	17	protein_coding
ENSG00000077721	ENST00000371569	ENSE00003748335	3	retained_intron
ENSG00000026559	ENST00000371571	ENSE00001455524	3	protein_coding
ENSG00000000419	ENST00000371584	ENSE00001552980	10	protein_coding
ENSG00000154222	ENST00000371586	ENSE00001856792	24	protein_coding
ENSG00000000419	ENST00000371588	ENSE00003576263	9	protein_coding
ENSG00000157077	ENST00000371591	ENSE00001455602	18	protein_coding
ENSG00000107281	ENST00000371600	ENSE00001455626	8	protein_coding
ENSG00000107281	ENST00000371601	ENSE00003847858	9	protein_coding
ENSG00000101126	ENST00000371602	ENSE00003816176	3	protein_coding
ENSG00000124171	ENST00000371610	ENSE00001455648	3	protein_coding
ENSG00000198841	ENST00000371614	ENSE00001455669	1	protein_coding
ENSG00000196396	ENST00000371621	ENSE00001455694	10	protein_coding
ENSG00000117862	ENST00000371626	ENSE00001455699	7	protein_coding
ENSG00000107854	ENST00000371627	ENSE00001455700	27	protein_coding
ENSG00000175556	ENST00000371628	ENSE00002309959	11	protein_coding
ENSG00000131724	ENST00000371642	ENSE00001455742	6	protein_coding
ENSG00000096384	ENST00000371646	ENSE00001427294	12	protein_coding
ENSG00000240849	ENST00000371652	ENSE00003730383	6	protein_coding
ENSG00000169213	ENST00000371655	ENSE00001455765	5	protein_coding
ENSG00000240849	ENST00000371656	ENSE00001455756	5	protein_coding
ENSG00000240849	ENST00000371658	ENSE00001711528	5	nonsense_mediated_decay
ENSG00000131724	ENST00000371666	ENSE00001896146	11	protein_coding
ENSG00000196642	ENST00000371671	ENSE00001455809	8	protein_coding
ENSG00000244687	ENST00000371674	ENSE00000000059	4	protein_coding
ENSG00000165338	ENST00000371681	ENSE00001747493	5	protein_coding
ENSG00000165716	ENST00000371691	ENSE00001455871	3	protein_coding
ENSG00000165716	ENST00000371692	ENSE00003843365	5	protein_coding
ENSG00000169692	ENST00000371696	ENSE00001390768	6	protein_coding
ENSG00000148677	ENST00000371697	ENSE00001455875	9	protein_coding
ENSG00000172889	ENST00000371698	ENSE00003894609	9	protein_coding
ENSG00000148688	ENST00000371703	ENSE00001455897	11	protein_coding
ENSG00000158470	ENST00000371711	ENSE00001262392	9	protein_coding
ENSG00000148384	ENST00000371712	ENSE00001951530	10	protein_coding
ENSG00000117859	ENST00000371714	ENSE00003573628	26	protein_coding
ENSG00000165688	ENST00000371717	ENSE00001455927	13	protein_coding
ENSG00000165689	ENST00000371725	ENSE00001890246	8	protein_coding
ENSG00000085832	ENST00000371727	ENSE00001455944	9	retained_intron
ENSG00000138182	ENST00000371728	ENSE00003673525	33	protein_coding
ENSG00000085832	ENST00000371733	ENSE00001388890	25	protein_coding
ENSG00000213221	ENST00000371738	ENSE00001664992	3	protein_coding
ENSG00000158445	ENST00000371741	ENSE00001455986	2	protein_coding
ENSG00000177410	ENST00000371743	ENSE00003872392	5	lncRNA
ENSG00000124201	ENST00000371752	ENSE00001456015	14	protein_coding
ENSG00000148411	ENST00000371753	ENSE00003890139	5	protein_coding
ENSG00000124201	ENST00000371754	ENSE00001891550	15	protein_coding
ENSG00000112759	ENST00000371755	ENSE00003820506	13	protein_coding
ENSG00000130560	ENST00000371756	ENSE00001456024	10	protein_coding
ENSG00000123080	ENST00000371761	ENSE00001456048	2	protein_coding
ENSG00000152778	ENST00000371795	ENSE00001456120	2	protein_coding
ENSG00000185745	ENST00000371804	ENSE00001456127	2	protein_coding
ENSG00000130635	ENST00000371817	ENSE00003751742	66	protein_coding
ENSG00000124214	ENST00000371828	ENSE00001765178	13	protein_coding
ENSG00000141867	ENST00000371835	ENSE00001693690	12	protein_coding
ENSG00000107798	ENST00000371837	ENSE00001353127	9	protein_coding
ENSG00000132122	ENST00000371843	ENSE00001639406	13	protein_coding
ENSG00000132122	ENST00000371847	ENSE00001879864	13	protein_coding
ENSG00000131725	ENST00000371848	ENSE00001628394	18	protein_coding
ENSG00000124214	ENST00000371856	ENSE00003716373	14	protein_coding
ENSG00000026103	ENST00000371857	ENSE00002049491	5	retained_intron
ENSG00000162368	ENST00000371870	ENSE00001626456	3	retained_intron
ENSG00000162368	ENST00000371873	ENSE00001831502	6	protein_coding
ENSG00000123473	ENST00000371877	ENSE00001354921	17	protein_coding
ENSG00000003096	ENST00000371882	ENSE00001456381	7	protein_coding
ENSG00000162367	ENST00000371884	ENSE00003316267	5	protein_coding
ENSG00000186377	ENST00000371901	ENSE00001456409	12	protein_coding
ENSG00000138134	ENST00000371922	ENSE00003898386	6	retained_intron
ENSG00000138134	ENST00000371924	ENSE00001456455	10	protein_coding
ENSG00000138134	ENST00000371926	ENSE00001456455	11	protein_coding
ENSG00000138134	ENST00000371927	ENSE00001142316	11	protein_coding
ENSG00000124126	ENST00000371941	ENSE00003614436	40	protein_coding
ENSG00000148300	ENST00000371942	ENSE00003532257	8	protein_coding
ENSG00000079277	ENST00000371945	ENSE00003676067	13	protein_coding
ENSG00000171862	ENST00000371953	ENSE00001456541	9	protein_coding
ENSG00000126016	ENST00000371958	ENSE00001456553	9	protein_coding
ENSG00000126016	ENST00000371959	ENSE00000860416	11	protein_coding
ENSG00000148291	ENST00000371964	ENSE00001456563	6	protein_coding
ENSG00000148290	ENST00000371974	ENSE00001456594	9	protein_coding
ENSG00000085999	ENST00000371975	ENSE00001456595	18	protein_coding
ENSG00000101901	ENST00000371979	ENSE00003760070	4	protein_coding
ENSG00000171357	ENST00000371980	ENSE00001456603	2	protein_coding
ENSG00000148248	ENST00000371989	ENSE00001456637	6	protein_coding
ENSG00000148248	ENST00000371991	ENSE00001663491	6	protein_coding
ENSG00000107789	ENST00000371996	ENSE00003579773	5	protein_coding
ENSG00000124151	ENST00000371997	ENSE00001955338	23	protein_coding
ENSG00000124151	ENST00000371998	ENSE00001855854	23	protein_coding
ENSG00000180992	ENST00000372014	ENSE00001456702	3	protein_coding
ENSG00000148296	ENST00000372022	ENSE00001456718	5	protein_coding
ENSG00000159596	ENST00000372025	ENSE00001456726	3	protein_coding
ENSG00000173269	ENST00000372027	ENSE00001858285	7	protein_coding
ENSG00000107779	ENST00000372037	ENSE00001456760	13	protein_coding
ENSG00000157600	ENST00000372068	ENSE00003895608	7	protein_coding
ENSG00000117448	ENST00000372070	ENSE00003645396	10	protein_coding
ENSG00000157600	ENST00000372072	ENSE00001399800	6	protein_coding
ENSG00000112715	ENST00000372077	ENSE00001431654	6	protein_coding
ENSG00000070759	ENST00000372086	ENSE00001145211	11	protein_coding
ENSG00000107771	ENST00000372088	ENSE00001623563	10	protein_coding
ENSG00000132773	ENST00000372090	ENSE00001813606	8	protein_coding
ENSG00000148308	ENST00000372097	ENSE00001874074	11	protein_coding
ENSG00000148308	ENST00000372099	ENSE00001720769	9	protein_coding
ENSG00000101888	ENST00000372106	ENSE00001456923	4	protein_coding
ENSG00000148308	ENST00000372108	ENSE00001720769	12	protein_coding
ENSG00000172315	ENST00000372114	ENSE00001820707	2	protein_coding
ENSG00000133124	ENST00000372129	ENSE00001456960	1	protein_coding
ENSG00000096080	ENST00000372133	ENSE00001839390	6	protein_coding
ENSG00000165678	ENST00000372134	ENSE00001336808	9	protein_coding
ENSG00000165698	ENST00000372136	ENSE00001351023	4	protein_coding
ENSG00000125484	ENST00000372146	ENSE00003298522	5	protein_coding
ENSG00000125485	ENST00000372159	ENSE00003673933	20	protein_coding
ENSG00000108219	ENST00000372164	ENSE00001457016	8	protein_coding
ENSG00000124688	ENST00000372171	ENSE00002085727	3	protein_coding
ENSG00000126107	ENST00000372172	ENSE00003848090	21	protein_coding
ENSG00000070785	ENST00000372183	ENSE00001883666	10	protein_coding
ENSG00000122378	ENST00000372185	ENSE00001457089	6	protein_coding
ENSG00000122378	ENST00000372187	ENSE00003736157	6	protein_coding
ENSG00000173846	ENST00000372201	ENSE00003549705	15	protein_coding
ENSG00000142937	ENST00000372209	ENSE00003597943	6	protein_coding
ENSG00000130717	ENST00000372215	ENSE00003634270	7	protein_coding
ENSG00000142945	ENST00000372224	ENSE00001457243	21	protein_coding
ENSG00000170734	ENST00000372226	ENSE00001457255	11	protein_coding
ENSG00000080189	ENST00000372227	ENSE00001457279	10	protein_coding
ENSG00000122359	ENST00000372231	ENSE00001457270	15	protein_coding
ENSG00000101844	ENST00000372232	ENSE00003549010	13	protein_coding
ENSG00000170734	ENST00000372236	ENSE00001861041	11	protein_coding
ENSG00000101844	ENST00000372246	ENSE00003480044	14	nonsense_mediated_decay
ENSG00000117419	ENST00000372257	ENSE00001559578	9	protein_coding
ENSG00000117419	ENST00000372259	ENSE00001559578	7	protein_coding
ENSG00000126882	ENST00000372271	ENSE00003850617	2	protein_coding
ENSG00000133678	ENST00000372281	ENSE00003845654	4	protein_coding
ENSG00000124160	ENST00000372291	ENSE00003784743	4	protein_coding
ENSG00000126878	ENST00000372298	ENSE00001457459	6	protein_coding
ENSG00000126878	ENST00000372309	ENSE00001052844	7	protein_coding
ENSG00000188199	ENST00000372321	ENSE00001457523	7	protein_coding
ENSG00000165424	ENST00000372336	ENSE00001771962	4	protein_coding
ENSG00000117408	ENST00000372343	ENSE00001457579	20	protein_coding
ENSG00000097007	ENST00000372348	ENSE00001938256	11	protein_coding
ENSG00000130713	ENST00000372358	ENSE00003848430	9	protein_coding
ENSG00000138326	ENST00000372360	ENSE00003583122	6	protein_coding
ENSG00000148606	ENST00000372371	ENSE00001457628	31	protein_coding
ENSG00000151208	ENST00000372391	ENSE00003565078	32	protein_coding
ENSG00000066135	ENST00000372396	ENSE00001841454	22	protein_coding
ENSG00000157514	ENST00000372397	ENSE00001457703	3	protein_coding
ENSG00000107130	ENST00000372398	ENSE00001457687	8	protein_coding
ENSG00000100982	ENST00000372409	ENSE00001457731	17	protein_coding
ENSG00000148358	ENST00000372410	ENSE00001234146	19	protein_coding
ENSG00000147224	ENST00000372418	ENSE00001457756	6	protein_coding
ENSG00000137207	ENST00000372422	ENSE00002040654	9	protein_coding
ENSG00000178922	ENST00000372427	ENSE00003512741	6	retained_intron
ENSG00000136878	ENST00000372429	ENSE00003754093	26	protein_coding
ENSG00000147224	ENST00000372435	ENSE00001457786	7	protein_coding
ENSG00000137221	ENST00000372444	ENSE00002249394	11	protein_coding
ENSG00000136819	ENST00000372447	ENSE00001692714	9	protein_coding
ENSG00000137221	ENST00000372454	ENSE00003234440	7	protein_coding
ENSG00000159479	ENST00000372455	ENSE00001621505	7	protein_coding
ENSG00000159479	ENST00000372457	ENSE00001457857	7	protein_coding
ENSG00000066322	ENST00000372458	ENSE00001890435	8	protein_coding
ENSG00000117399	ENST00000372462	ENSE00001325016	10	protein_coding
ENSG00000148335	ENST00000372480	ENSE00001457909	4	protein_coding
ENSG00000148335	ENST00000372481	ENSE00001701817	4	protein_coding
ENSG00000148335	ENST00000372483	ENSE00003586623	4	protein_coding
ENSG00000089682	ENST00000372487	ENSE00001457924	8	protein_coding
ENSG00000188483	ENST00000372491	ENSE00001457937	1	protein_coding
ENSG00000164011	ENST00000372503	ENSE00001080508	2	protein_coding
ENSG00000164011	ENST00000372507	ENSE00003529288	3	protein_coding
ENSG00000177868	ENST00000372521	ENSE00001458010	3	protein_coding
ENSG00000168612	ENST00000372523	ENSE00001458013	2	protein_coding
ENSG00000165655	ENST00000372524	ENSE00001458022	2	protein_coding
ENSG00000164008	ENST00000372525	ENSE00001458015	5	protein_coding
ENSG00000124574	ENST00000372530	ENSE00002084667	22	protein_coding
ENSG00000165644	ENST00000372538	ENSE00001928983	7	protein_coding
ENSG00000167130	ENST00000372546	ENSE00003846345	8	protein_coding
ENSG00000147231	ENST00000372548	ENSE00001914217	14	protein_coding
ENSG00000127125	ENST00000372556	ENSE00003623614	3	protein_coding
ENSG00000148341	ENST00000372559	ENSE00001458092	12	protein_coding
ENSG00000127125	ENST00000372560	ENSE00001836633	2	protein_coding
ENSG00000127125	ENST00000372561	ENSE00003519305	3	protein_coding
ENSG00000175063	ENST00000372568	ENSE00003520246	6	protein_coding
ENSG00000198815	ENST00000372571	ENSE00001458130	3	protein_coding
ENSG00000198815	ENST00000372572	ENSE00001458130	15	protein_coding
ENSG00000095319	ENST00000372577	ENSE00001861347	44	protein_coding
ENSG00000175283	ENST00000372586	ENSE00001458157	1	protein_coding
ENSG00000010803	ENST00000372595	ENSE00001190678	15	protein_coding
ENSG00000010803	ENST00000372596	ENSE00001190678	16	protein_coding
ENSG00000136802	ENST00000372600	ENSE00001814641	4	protein_coding
ENSG00000171793	ENST00000372616	ENSE00001458225	18	protein_coding
ENSG00000101457	ENST00000372622	ENSE00003845772	13	protein_coding
ENSG00000172465	ENST00000372624	ENSE00001458247	3	protein_coding
ENSG00000172465	ENST00000372625	ENSE00001458247	3	protein_coding
ENSG00000196507	ENST00000372627	ENSE00001816487	3	protein_coding
ENSG00000172476	ENST00000372633	ENSE00001458270	1	protein_coding
ENSG00000167136	ENST00000372642	ENSE00001458288	3	protein_coding
ENSG00000166681	ENST00000372645	ENSE00001813832	3	protein_coding
ENSG00000107021	ENST00000372648	ENSE00001110196	12	protein_coding
ENSG00000066136	ENST00000372653	ENSE00001458307	15	protein_coding
ENSG00000066136	ENST00000372654	ENSE00001458316	11	protein_coding
ENSG00000185222	ENST00000372656	ENSE00003820659	2	protein_coding
ENSG00000185222	ENST00000372661	ENSE00001458330	3	protein_coding
ENSG00000160446	ENST00000372663	ENSE00001818920	5	protein_coding
ENSG00000133134	ENST00000372677	ENSE00001458371	3	protein_coding
ENSG00000117016	ENST00000372684	ENSE00001458392	8	protein_coding
ENSG00000180964	ENST00000372685	ENSE00001419203	3	protein_coding
ENSG00000119335	ENST00000372688	ENSE00001550493	8	protein_coding
ENSG00000119335	ENST00000372692	ENSE00001894304	8	protein_coding
ENSG00000102409	ENST00000372695	ENSE00001458417	3	protein_coding
ENSG00000117010	ENST00000372699	ENSE00001458418	5	protein_coding
ENSG00000164002	ENST00000372703	ENSE00001458423	2	protein_coding
ENSG00000187815	ENST00000372705	ENSE00001458429	6	protein_coding
ENSG00000187815	ENST00000372706	ENSE00001458432	6	protein_coding
ENSG00000156650	ENST00000372711	ENSE00003833103	18	protein_coding
ENSG00000156650	ENST00000372714	ENSE00001458447	17	protein_coding
ENSG00000119333	ENST00000372715	ENSE00001685071	9	protein_coding
ENSG00000084070	ENST00000372718	ENSE00003849313	10	protein_coding
ENSG00000133169	ENST00000372728	ENSE00001458479	3	protein_coding
ENSG00000197694	ENST00000372731	ENSE00001412968	56	protein_coding
ENSG00000124145	ENST00000372733	ENSE00001458498	5	protein_coding
ENSG00000156110	ENST00000372734	ENSE00002258874	11	protein_coding
ENSG00000185009	ENST00000372745	ENSE00001458538	10	protein_coding
ENSG00000035403	ENST00000372755	ENSE00003154528	21	protein_coding
ENSG00000084073	ENST00000372759	ENSE00001458580	10	protein_coding
ENSG00000122861	ENST00000372764	ENSE00001892698	11	protein_coding
ENSG00000117000	ENST00000372771	ENSE00001458614	8	protein_coding
ENSG00000131236	ENST00000372792	ENSE00001458654	13	protein_coding
ENSG00000131236	ENST00000372797	ENSE00001458693	13	protein_coding
ENSG00000101109	ENST00000372801	ENSE00001458685	12	protein_coding
ENSG00000131236	ENST00000372805	ENSE00001937537	13	protein_coding
ENSG00000101109	ENST00000372806	ENSE00001458697	11	protein_coding
ENSG00000136811	ENST00000372807	ENSE00003592510	19	protein_coding
ENSG00000025772	ENST00000372813	ENSE00000844908	7	protein_coding
ENSG00000101104	ENST00000372824	ENSE00003462860	6	retained_intron
ENSG00000116985	ENST00000372827	ENSE00001458752	7	protein_coding
ENSG00000172586	ENST00000372833	ENSE00001184112	3	protein_coding
ENSG00000137161	ENST00000372836	ENSE00001836582	6	protein_coding
ENSG00000172586	ENST00000372837	ENSE00001631703	2	protein_coding
ENSG00000167123	ENST00000372838	ENSE00001218481	13	protein_coding
ENSG00000166913	ENST00000372839	ENSE00001458785	7	protein_coding
ENSG00000196968	ENST00000372841	ENSE00001458781	3	protein_coding
ENSG00000167123	ENST00000372842	ENSE00003727294	14	protein_coding
ENSG00000241343	ENST00000372849	ENSE00001622336	6	nonsense_mediated_decay
ENSG00000167118	ENST00000372850	ENSE00001458811	3	protein_coding
ENSG00000101098	ENST00000372851	ENSE00000844884	6	protein_coding
ENSG00000163909	ENST00000372852	ENSE00001079557	5	protein_coding
ENSG00000167118	ENST00000372853	ENSE00001611809	5	protein_coding
ENSG00000090621	ENST00000372858	ENSE00003557899	16	protein_coding
