ensembl_gene_id	external_gene_name	chromosome_name
ENSG00000123388	HOXC11	12
ENSG00000039650	PNKP	19
ENSG00000196466	ZNF799	19
ENSG00000215425	DDX39B	CHR_HSCHR6_MHC_QBL_CTG1
ENSG00000168275	COA6	1
ENSG00000146731	CCT6A	7
ENSG00000180806	HOXC9	12
ENSG00000148459	PDSS1	10
ENSG00000197757	HOXC6	12
ENSG00000092199	HNRNPC	14
ENSG00000196502	SULT1A1	16
ENSG00000232960	CSNK2B	CHR_HSCHR6_MHC_MANN_CTG1
ENSG00000136754	ABI1	10
ENSG00000109323	MANBA	4
ENSG00000159023	EPB41	1
ENSG00000143013	LMO4	1
ENSG00000135454	B4GALNT1	12
ENSG00000142657	PGD	1
ENSG00000102003	SYP	X
ENSG00000111269	CREBL2	12
ENSG00000030110	BAK1	6
ENSG00000135441	BLOC1S1	12
ENSG00000008282	SYPL1	7
ENSG00000237724	HSPA1A	CHR_HSCHR6_MHC_COX_CTG1
ENSG00000224501	HSPA1B	CHR_HSCHR6_MHC_COX_CTG1
ENSG00000145214	DGKQ	4
ENSG00000143622	RIT1	1
ENSG00000197275	RAD54B	8
ENSG00000227772	MICB	CHR_HSCHR6_MHC_SSTO_CTG1
ENSG00000129514	FOXA1	14
ENSG00000105197	TIMM50	19
ENSG00000164609	SLU7	5
ENSG00000174197	MGA	15
ENSG00000169045	HNRNPH1	5
ENSG00000122756	CNTFR	9
ENSG00000065243	PKN2	1
ENSG00000121058	COIL	17
ENSG00000118507	AKAP7	6
ENSG00000108578	BLMH	17
ENSG00000111276	CDKN1B	12
ENSG00000129219	PLD2	17
ENSG00000148926	ADM	11
ENSG00000106399	RPA3	7
ENSG00000278087	NOMO3	CHR_HSCHR16_1_CTG1
ENSG00000110011	DNAJC4	11
ENSG00000237599	TAP2	CHR_HSCHR6_MHC_MCF_CTG1
ENSG00000242173	ARHGDIG	16
ENSG00000256618	MTRNR2L1	17
ENSG00000165283	STOML2	9
ENSG00000156261	CCT8	21
ENSG00000164542	KIAA0895	7
ENSG00000105204	DYRK1B	19
ENSG00000224313	DXO	CHR_HSCHR6_MHC_MCF_CTG1
ENSG00000198791	CNOT7	8
ENSG00000206346	DXO	CHR_HSCHR6_MHC_QBL_CTG1
ENSG00000141279	NPEPPS	17
ENSG00000115685	PPP1R7	2
ENSG00000226033	STK19	CHR_HSCHR6_MHC_MCF_CTG1
ENSG00000105202	FBL	19
ENSG00000064313	TAF2	8
ENSG00000105656	ELL	19
ENSG00000169136	ATF5	19
ENSG00000059588	TARBP1	1
ENSG00000237155	IER3	CHR_HSCHR6_MHC_COX_CTG1
ENSG00000160049	DFFA	1
ENSG00000189410	SH2D5	1
ENSG00000134769	DTNA	18
ENSG00000198355	PIM3	22
ENSG00000230705	TAP1	CHR_HSCHR6_MHC_MCF_CTG1
ENSG00000105701	FKBP8	19
ENSG00000184110	EIF3C	16
ENSG00000142655	PEX14	1
ENSG00000117410	ATP6V0B	1
ENSG00000013275	PSMC4	19
ENSG00000162694	EXTL2	1
ENSG00000105835	NAMPT	7
ENSG00000114686	MRPL3	3
ENSG00000213024	NUP62	19
ENSG00000132768	DPH2	1
ENSG00000206342	STK19	CHR_HSCHR6_MHC_QBL_CTG1
ENSG00000111696	NT5DC3	12
ENSG00000133056	PIK3C2B	1
ENSG00000206357	NELFE	CHR_HSCHR6_MHC_QBL_CTG1
ENSG00000152952	PLOD2	3
ENSG00000154001	PPP2R5E	14
ENSG00000115816	CEBPZ	2
ENSG00000132522	GPS2	17
ENSG00000166261	ZNF202	11
ENSG00000125447	GGA3	17
ENSG00000128641	MYO1B	2
ENSG00000130758	MAP3K10	19
ENSG00000164611	PTTG1	5
ENSG00000135903	PAX3	2
ENSG00000147133	TAF1	X
ENSG00000235439	DDX39B	CHR_HSCHR6_MHC_SSTO_CTG1
ENSG00000028528	SNX1	15
ENSG00000204954	C12orf73	12
ENSG00000105221	AKT2	19
ENSG00000276111	SDCCAG8	CHR_HSCHR1_3_CTG32_1
ENSG00000136273	HUS1	7
ENSG00000166598	HSP90B1	12
ENSG00000122952	ZWINT	10
ENSG00000138107	ACTR1A	10
ENSG00000275199	AKT3	CHR_HSCHR1_3_CTG32_1
ENSG00000148090	AUH	9
ENSG00000095059	DHPS	19
ENSG00000100151	PICK1	22
ENSG00000182712	CMC4	X
ENSG00000169249	ZRSR2	X
ENSG00000165030	NFIL3	9
ENSG00000111605	CPSF6	12
ENSG00000172831	CES2	16
ENSG00000095564	BTAF1	10
ENSG00000132005	RFX1	19
ENSG00000108984	MAP2K6	17
ENSG00000112130	RNF8	6
ENSG00000160218	TRAPPC10	21
ENSG00000167114	SLC27A4	9
ENSG00000104774	MAN2B1	19
ENSG00000117118	SDHB	1
ENSG00000132507	EIF5A	17
ENSG00000164093	PITX2	4
ENSG00000099203	TMED1	19
ENSG00000079805	DNM2	19
ENSG00000092010	PSME1	14
ENSG00000112282	MED23	6
ENSG00000182934	SRPRA	11
ENSG00000228896	SKIV2L	CHR_HSCHR6_MHC_SSTO_CTG1
ENSG00000143590	EFNA3	1
ENSG00000243364	EFNA4	1
ENSG00000081721	DUSP12	1
ENSG00000160075	SSU72	1
ENSG00000112339	HBS1L	6
ENSG00000166794	PPIB	15
ENSG00000143727	ACP1	2
ENSG00000233801	NELFE	CHR_HSCHR6_MHC_SSTO_CTG1
ENSG00000137106	GRHPR	9
ENSG00000105223	PLD3	19
ENSG00000113649	TCERG1	5
ENSG00000102870	ZNF629	16
ENSG00000137880	GCHFR	15
ENSG00000182287	AP1S2	X
ENSG00000242386	HLA-DMB	CHR_HSCHR6_MHC_MCF_CTG1
ENSG00000155508	CNOT8	5
ENSG00000136643	RPS6KC1	1
ENSG00000169071	ROR2	9
ENSG00000125304	TM9SF2	13
ENSG00000236227	BRD2	CHR_HSCHR6_MHC_MCF_CTG1
ENSG00000185024	BRF1	14
ENSG00000118217	ATF6	1
ENSG00000281289	LSS	CHR_HSCHR21_5_CTG2
ENSG00000001167	NFYA	6
ENSG00000175166	PSMD2	3
ENSG00000235941	HSPA1A	CHR_HSCHR6_MHC_APD_CTG1
ENSG00000157538	VPS26C	21
ENSG00000099385	BCL7C	16
ENSG00000232804	HSPA1B	CHR_HSCHR6_MHC_APD_CTG1
ENSG00000224472	TCF19	CHR_HSCHR6_MHC_MCF_CTG1
ENSG00000065150	IPO5	13
ENSG00000213676	ATF6B	6
ENSG00000123415	SMUG1	12
ENSG00000100353	EIF3D	22
ENSG00000038002	AGA	4
ENSG00000117450	PRDX1	1
ENSG00000172977	KAT5	11
ENSG00000204389	HSPA1A	6
ENSG00000197019	SERTAD1	19
ENSG00000167565	SERTAD3	19
ENSG00000090013	BLVRB	19
ENSG00000255823	MTRNR2L8	11
ENSG00000005249	PRKAR2B	7
ENSG00000145191	EIF2B5	3
ENSG00000177885	GRB2	17
ENSG00000121057	AKAP1	17
ENSG00000089157	RPLP0	12
ENSG00000109861	CTSC	11
ENSG00000005075	POLR2J	7
ENSG00000081041	CXCL2	4
ENSG00000188042	ARL4C	2
ENSG00000233890	TCF19	CHR_HSCHR6_MHC_DBB_CTG1
ENSG00000152291	TGOLN2	2
ENSG00000234798	DXO	CHR_HSCHR6_MHC_SSTO_CTG1
ENSG00000104998	IL27RA	19
ENSG00000277443	MARCKS	6
ENSG00000144061	NPHP1	2
ENSG00000187867	PALM3	19
ENSG00000206440	NFKBIL1	CHR_HSCHR6_MHC_QBL_CTG1
ENSG00000234539	ATF6B	CHR_HSCHR6_MHC_COX_CTG1
ENSG00000168393	DTYMK	2
ENSG00000230141	HLA-DOA	CHR_HSCHR6_MHC_MCF_CTG1
ENSG00000236250	STK19	CHR_HSCHR6_MHC_SSTO_CTG1
ENSG00000276726	DNAJA3	CHR_HSCHR16_3_CTG1
ENSG00000077235	GTF3C1	16
ENSG00000171848	RRM2	2
ENSG00000077522	ACTN2	1
ENSG00000239887	C1orf226	1
ENSG00000196387	ZNF140	12
ENSG00000244462	RBM12	20
ENSG00000115825	PRKD3	2
ENSG00000145194	ECE2	3
ENSG00000006015	REX1BD	19
ENSG00000230763	HLA-DPB1	CHR_HSCHR6_MHC_MCF_CTG1
ENSG00000102024	PLS3	X
ENSG00000105696	TMEM59L	19
ENSG00000169814	BTD	3
ENSG00000137100	DCTN3	9
ENSG00000070756	PABPC1	8
ENSG00000228594	FNDC10	1
ENSG00000122218	COPA	1
ENSG00000143774	GUK1	1
ENSG00000066422	ZBTB11	3
ENSG00000221983	UBA52	19
ENSG00000072062	PRKACA	19
ENSG00000114391	RPL24	3
ENSG00000137947	GTF2B	1
ENSG00000075239	ACAT1	11
ENSG00000117280	RAB29	1
ENSG00000127337	YEATS4	12
ENSG00000176125	UFSP1	7
ENSG00000144580	CNOT9	2
ENSG00000138386	NAB1	2
ENSG00000119912	IDE	10
ENSG00000085840	ORC1	1
ENSG00000214078	CPNE1	20
ENSG00000105875	WDR91	7
ENSG00000166266	CUL5	11
ENSG00000147955	SIGMAR1	9
ENSG00000090006	LTBP4	19
ENSG00000114859	CLCN2	3
ENSG00000131408	NR1H2	19
ENSG00000285053	TBCE	1
ENSG00000062725	APPBP2	17
ENSG00000118564	FBXL5	4
ENSG00000138160	KIF11	10
ENSG00000090054	SPTLC1	9
ENSG00000164172	MOCS2	5
ENSG00000101132	PFDN4	20
ENSG00000131373	HACL1	3
ENSG00000108671	PSMD11	17
ENSG00000284770	TBCE	1
ENSG00000033170	FUT8	14
ENSG00000204388	HSPA1B	6
ENSG00000169242	EFNA1	1
ENSG00000232005	PBX2	CHR_HSCHR6_MHC_MANN_CTG1
ENSG00000241945	PWP2	21
ENSG00000173511	VEGFB	11
ENSG00000170836	PPM1D	17
ENSG00000115756	HPCAL1	2
ENSG00000108349	CASC3	17
ENSG00000178573	MAF	16
ENSG00000105245	NUMBL	19
ENSG00000175906	ARL4D	17
ENSG00000116793	PHTF1	1
ENSG00000116350	SRSF4	1
ENSG00000117411	B4GALT2	1
ENSG00000062822	POLD1	19
ENSG00000090612	ZNF268	12
ENSG00000140545	MFGE8	15
ENSG00000101017	CD40	20
ENSG00000198625	MDM4	1
ENSG00000132604	TERF2	16
ENSG00000100934	SEC23A	14
ENSG00000228299	HLA-C	CHR_HSCHR6_MHC_DBB_CTG1
ENSG00000116984	MTR	1
ENSG00000168802	CHTF8	16
ENSG00000099804	CDC34	19
ENSG00000186298	PPP1CC	12
ENSG00000276023	DUSP14	17
ENSG00000243749	TMEM35B	1
ENSG00000266074	BAHCC1	17
ENSG00000163479	SSR2	1
ENSG00000115758	ODC1	2
ENSG00000110921	MVK	12
ENSG00000185133	INPP5J	22
ENSG00000163882	POLR2H	3
ENSG00000072401	UBE2D1	10
ENSG00000184009	ACTG1	17
ENSG00000123146	ADGRE5	19
ENSG00000231370	PRRC2A	CHR_HSCHR6_MHC_DBB_CTG1
ENSG00000164615	CAMLG	5
ENSG00000228691	NEU1	CHR_HSCHR6_MHC_APD_CTG1
ENSG00000116288	PARK7	1
ENSG00000173486	FKBP2	11
ENSG00000223481	TAP2	CHR_HSCHR6_MHC_DBB_CTG1
ENSG00000116584	ARHGEF2	1
ENSG00000077312	SNRPA	19
ENSG00000196517	SLC6A9	1
ENSG00000043355	ZIC2	13
ENSG00000124570	SERPINB6	6
ENSG00000177731	FLII	17
ENSG00000171314	PGAM1	10
ENSG00000184900	SUMO3	21
ENSG00000121481	RNF2	1
ENSG00000132612	VPS4A	16
ENSG00000117448	AKR1A1	1
ENSG00000109572	CLCN3	4
ENSG00000113712	CSNK1A1	5
ENSG00000102034	ELF4	X
ENSG00000162676	GFI1	1
ENSG00000165914	TTC7B	14
ENSG00000114867	EIF4G1	3
ENSG00000140526	ABHD2	15
ENSG00000273686	B2M	CHR_HSCHR15_3_CTG8
ENSG00000096092	TMEM14A	6
ENSG00000171320	ESCO2	8
ENSG00000008311	AASS	7
ENSG00000180891	CUEDC1	17
ENSG00000059758	CDK17	12
ENSG00000157224	CLDN12	7
ENSG00000131828	PDHA1	X
ENSG00000180730	SHISA2	13
ENSG00000170382	LRRN2	1
ENSG00000224212	TAP1	CHR_HSCHR6_MHC_DBB_CTG1
ENSG00000172270	BSG	19
ENSG00000156273	BACH1	21
ENSG00000136425	CIB2	15
ENSG00000074582	BCS1L	2
ENSG00000115415	STAT1	2
ENSG00000186395	KRT10	17
ENSG00000131409	LRRC4B	19
ENSG00000136451	VEZF1	17
ENSG00000127870	RNF6	13
ENSG00000218336	TENM3	4
ENSG00000285437	POLR2J3	7
ENSG00000108064	TFAM	10
ENSG00000239900	ADSL	22
ENSG00000172172	MRPL13	8
ENSG00000136450	SRSF1	17
ENSG00000157540	DYRK1A	21
ENSG00000168255	POLR2J3	7
ENSG00000277424	HMOX2	CHR_HSCHR16_3_CTG1
ENSG00000196591	HDAC2	6
ENSG00000131899	LLGL1	17
ENSG00000166411	IDH3A	15
ENSG00000164597	COG5	7
ENSG00000099364	FBXL19	16
ENSG00000123136	DDX39A	19
ENSG00000183255	PTTG1IP	21
ENSG00000224320	HLA-A	CHR_HSCHR6_MHC_COX_CTG1
ENSG00000070501	POLB	8
ENSG00000185359	HGS	17
ENSG00000115568	ZNF142	2
ENSG00000105856	HBP1	7
ENSG00000153250	RBMS1	2
ENSG00000139684	ESD	13
ENSG00000112655	PTK7	6
ENSG00000109686	SH3D19	4
ENSG00000115828	QPCT	2
ENSG00000184207	PGP	16
ENSG00000123143	PKN1	19
ENSG00000154511	DIPK1A	1
ENSG00000185787	MORF4L1	15
ENSG00000137332	DDR1	CHR_HSCHR6_MHC_COX_CTG1
ENSG00000122406	RPL5	1
ENSG00000106355	LSM5	7
ENSG00000181852	RNF41	12
ENSG00000143322	ABL2	1
ENSG00000108582	CPD	17
ENSG00000258947	TUBB3	16
ENSG00000086061	DNAJA1	9
ENSG00000228892	AGPAT1	CHR_HSCHR6_MHC_SSTO_CTG1
ENSG00000122970	IFT81	12
ENSG00000197894	ADH5	4
ENSG00000170860	LSM3	3
ENSG00000135506	OS9	12
ENSG00000154767	XPC	3
ENSG00000143575	HAX1	1
ENSG00000145425	RPS3A	4
ENSG00000163171	CDC42EP3	2
ENSG00000102081	FMR1	X
ENSG00000129187	DCTD	4
ENSG00000089159	PXN	12
ENSG00000181104	F2R	5
ENSG00000227600	PPT2	CHR_HSCHR6_MHC_SSTO_CTG1
ENSG00000162624	LHX8	1
ENSG00000175198	PCCA	13
ENSG00000198722	UNC13B	9
ENSG00000036672	USP2	11
ENSG00000107338	SHB	9
ENSG00000123908	AGO2	8
ENSG00000100994	PYGB	20
ENSG00000144791	LIMD1	3
ENSG00000175768	TOMM5	9
ENSG00000211456	SACM1L	3
ENSG00000147912	FBXO10	9
ENSG00000229074	HLA-DRB1	CHR_HSCHR6_MHC_MANN_CTG1
ENSG00000073111	MCM2	3
ENSG00000226060	TRIM26	CHR_HSCHR6_MHC_DBB_CTG1
ENSG00000143033	MTF2	1
ENSG00000105329	TGFB1	19
ENSG00000224399	SLC39A7	CHR_HSCHR6_MHC_MCF_CTG1
ENSG00000206486	DHX16	CHR_HSCHR6_MHC_QBL_CTG1
ENSG00000169032	MAP2K1	15
ENSG00000164258	NDUFS4	5
ENSG00000175634	RPS6KB2	11
ENSG00000105323	HNRNPUL1	19
ENSG00000117143	UAP1	1
ENSG00000197172	MAGEA6	X
ENSG00000174446	SNAPC5	15
ENSG00000121068	TBX2	17
ENSG00000067596	DHX8	17
ENSG00000183696	UPP1	7
ENSG00000092208	GEMIN2	14
ENSG00000186260	MRTFB	16
ENSG00000281484	BTG3	CHR_HSCHR21_6_CTG1_1
ENSG00000127616	SMARCA4	19
ENSG00000147257	GPC3	X
ENSG00000163251	FZD5	2
ENSG00000132964	CDK8	13
ENSG00000005007	UPF1	19
ENSG00000120798	NR2C1	12
ENSG00000131876	SNRPA1	15
ENSG00000004059	ARF5	7
ENSG00000166225	FRS2	12
ENSG00000123159	GIPC1	19
ENSG00000115233	PSMD14	2
ENSG00000204386	NEU1	6
ENSG00000138777	PPA2	4
ENSG00000099800	TIMM13	19
ENSG00000104722	NEFM	8
ENSG00000140400	MAN2C1	15
ENSG00000147400	CETN2	X
ENSG00000109255	NMU	4
ENSG00000110321	EIF4G2	11
ENSG00000149782	PLCB3	11
ENSG00000049167	ERCC8	5
ENSG00000136560	TANK	2
ENSG00000085491	SLC25A24	1
ENSG00000145349	CAMK2D	4
ENSG00000156709	AIFM1	X
ENSG00000073350	LLGL2	17
ENSG00000155959	VBP1	X
ENSG00000132002	DNAJB1	19
ENSG00000142599	RERE	1
ENSG00000132970	WASF3	13
ENSG00000161203	AP2M1	3
ENSG00000248098	BCKDHA	19
ENSG00000073921	PICALM	11
ENSG00000212123	PRR22	19
ENSG00000065833	ME1	6
ENSG00000153037	SRP19	5
ENSG00000100811	YY1	14
ENSG00000140479	PCSK6	15
ENSG00000213928	IRF9	14
ENSG00000139372	TDG	12
ENSG00000225824	HLA-DQB1	CHR_HSCHR6_MHC_MANN_CTG1
ENSG00000136143	SUCLA2	13
ENSG00000131148	EMC8	16
ENSG00000277586	NEFL	8
ENSG00000272765	NDUFA6	CHR_HSCHR22_1_CTG1
ENSG00000134262	AP4B1	1
ENSG00000131143	COX4I1	16
ENSG00000129625	REEP5	5
ENSG00000161202	DVL3	3
ENSG00000100911	PSME2	14
ENSG00000196152	ZNF79	9
ENSG00000080802	CNOT4	7
ENSG00000118231	CRYGD	2
ENSG00000142156	COL6A1	21
ENSG00000133275	CSNK1G2	19
ENSG00000181163	NPM1	5
ENSG00000113719	ERGIC1	5
ENSG00000159840	ZYX	7
ENSG00000214160	ALG3	3
ENSG00000100784	RPS6KA5	14
ENSG00000108298	RPL19	17
ENSG00000105372	RPS19	19
ENSG00000255633	MTRNR2L9	6
ENSG00000137575	SDCBP	8
ENSG00000102302	FGD1	X
ENSG00000102054	RBBP7	X
ENSG00000003989	SLC7A2	8
ENSG00000168488	ATXN2L	16
ENSG00000013441	CLK1	2
ENSG00000076928	ARHGEF1	19
ENSG00000112029	FBXO5	6
ENSG00000123124	WWP1	8
ENSG00000145687	SSBP2	5
ENSG00000069011	PITX1	5
ENSG00000089486	CDIP1	16
ENSG00000108587	GOSR1	17
ENSG00000105379	ETFB	19
ENSG00000160712	IL6R	1
ENSG00000124151	NCOA3	20
ENSG00000197958	RPL12	9
ENSG00000171119	NRTN	19
ENSG00000007968	E2F2	1
ENSG00000131470	PSMC3IP	17
ENSG00000030582	GRN	17
ENSG00000067955	CBFB	16
ENSG00000206427	PRRC2A	CHR_HSCHR6_MHC_QBL_CTG1
ENSG00000149257	SERPINH1	11
ENSG00000073417	PDE8A	15
ENSG00000135845	PIGC	1
ENSG00000160221	GATD3A	21
ENSG00000143870	PDIA6	2
ENSG00000121578	B4GALT4	3
ENSG00000117505	DR1	1
ENSG00000057252	SOAT1	1
ENSG00000067141	NEO1	15
ENSG00000206235	TAP2	CHR_HSCHR6_MHC_MANN_CTG1
ENSG00000135698	MPHOSPH6	16
ENSG00000197594	ENPP1	6
ENSG00000075426	FOSL2	2
ENSG00000107789	MINPP1	10
ENSG00000105669	COPE	19
ENSG00000165704	HPRT1	X
ENSG00000075151	EIF4G3	1
ENSG00000186111	PIP5K1C	19
ENSG00000275066	SYNRG	17
ENSG00000185825	BCAP31	X
ENSG00000110063	DCPS	11
ENSG00000113732	ATP6V0E1	5
ENSG00000110400	NECTIN1	11
ENSG00000237051	GABBR1	CHR_HSCHR6_MHC_MANN_CTG1
ENSG00000146872	TLK2	17
ENSG00000099624	ATP5F1D	19
ENSG00000094804	CDC6	17
ENSG00000166974	MAPRE2	18
ENSG00000102572	STK24	13
ENSG00000135404	CD63	12
ENSG00000224378	MICB	CHR_HSCHR6_MHC_DBB_CTG1
ENSG00000170881	RNF139	8
ENSG00000118523	CCN2	6
ENSG00000174437	ATP2A2	12
ENSG00000078668	VDAC3	8
ENSG00000051523	CYBA	16
ENSG00000113638	TTC33	5
ENSG00000108528	SLC25A11	17
ENSG00000226264	HLA-DMB	CHR_HSCHR6_MHC_DBB_CTG1
ENSG00000152767	FARP1	13
ENSG00000230624	DDX39B	CHR_HSCHR6_MHC_DBB_CTG1
ENSG00000172757	CFL1	11
ENSG00000130005	GAMT	19
ENSG00000104213	PDGFRL	8
ENSG00000101161	PRPF6	20
ENSG00000151239	TWF1	12
ENSG00000116560	SFPQ	1
ENSG00000262024	TCF20	CHR_HSCHR22_1_CTG1
ENSG00000213246	SUPT4H1	17
ENSG00000116679	IVNS1ABP	1
ENSG00000131473	ACLY	17
ENSG00000137955	RABGGTB	1
ENSG00000086062	B4GALT1	9
ENSG00000135821	GLUL	1
ENSG00000131462	TUBG1	17
ENSG00000113734	BNIP1	5
ENSG00000105404	RABAC1	19
ENSG00000099795	NDUFB7	19
ENSG00000198682	PAPSS2	10
ENSG00000072803	FBXW11	5
ENSG00000105497	ZNF175	19
ENSG00000131759	RARA	17
ENSG00000157240	FZD1	7
ENSG00000102967	DHODH	16
ENSG00000126003	PLAGL2	20
ENSG00000176749	CDK5R1	17
ENSG00000117054	ACADM	1
ENSG00000276802	HERC2	CHR_HSCHR15_4_CTG8
ENSG00000011028	MRC2	17
ENSG00000124767	GLO1	6
ENSG00000107262	BAG1	9
ENSG00000035681	NSMAF	8
ENSG00000170017	ALCAM	3
ENSG00000078142	PIK3C3	18
ENSG00000154639	CXADR	21
ENSG00000253729	PRKDC	8
ENSG00000237112	GABBR1	CHR_HSCHR6_MHC_DBB_CTG1
ENSG00000167508	MVD	16
ENSG00000108469	RECQL5	17
ENSG00000259330	INAFM2	15
ENSG00000147684	NDUFB9	8
ENSG00000138078	PREPL	2
ENSG00000162702	ZNF281	1
ENSG00000106351	AGFG2	7
ENSG00000007372	PAX6	11
ENSG00000226173	TAP1	CHR_HSCHR6_MHC_MANN_CTG1
ENSG00000117318	ID3	1
ENSG00000112245	PTP4A1	6
ENSG00000230293	MSH5	CHR_HSCHR6_MHC_DBB_CTG1
ENSG00000164251	F2RL1	5
ENSG00000277149	TYW1B	7
ENSG00000079950	STX7	6
ENSG00000108861	DUSP3	17
ENSG00000087586	AURKA	20
ENSG00000188725	SMIM15	5
ENSG00000132388	UBE2G1	17
ENSG00000064651	SLC12A2	5
ENSG00000099999	RNF215	22
ENSG00000226467	AGPAT1	CHR_HSCHR6_MHC_COX_CTG1
ENSG00000114395	CYB561D2	3
ENSG00000175054	ATR	3
ENSG00000007402	CACNA2D2	3
ENSG00000142676	RPL11	1
ENSG00000187860	CCDC157	22
ENSG00000105135	ILVBL	19
ENSG00000214530	STARD10	11
ENSG00000140829	DHX38	16
ENSG00000099995	SF3A1	22
ENSG00000031823	RANBP3	19
ENSG00000124588	NQO2	6
ENSG00000138032	PPM1B	2
ENSG00000146243	IRAK1BP1	6
ENSG00000197608	ZNF841	19
ENSG00000274671	MARVELD2	CHR_HSCHR5_2_CTG1_1
ENSG00000122026	RPL21	13
ENSG00000120948	TARDBP	1
ENSG00000146072	TNFRSF21	6
ENSG00000115677	HDLBP	2
ENSG00000204371	EHMT2	6
ENSG00000140968	IRF8	16
ENSG00000121753	ADGRB2	1
ENSG00000136811	ODF2	9
ENSG00000105568	PPP2R1A	19
ENSG00000198087	CD2AP	6
ENSG00000206256	PPT2	CHR_HSCHR6_MHC_COX_CTG1
ENSG00000188322	SBK1	16
ENSG00000012983	MAP4K5	14
ENSG00000232569	GABBR1	CHR_HSCHR6_MHC_APD_CTG1
ENSG00000273814	OCLN	CHR_HSCHR5_2_CTG1_1
ENSG00000112759	SLC29A1	6
ENSG00000164924	YWHAZ	8
ENSG00000226651	CLIC1	CHR_HSCHR6_MHC_MANN_CTG1
ENSG00000131747	TOP2A	17
ENSG00000232045	EHMT2	CHR_HSCHR6_MHC_APD_CTG1
ENSG00000106799	TGFBR1	9
ENSG00000223493	SKIV2L	CHR_HSCHR6_MHC_DBB_CTG1
ENSG00000125931	CITED1	X
ENSG00000115365	LANCL1	2
ENSG00000028116	VRK2	2
ENSG00000099821	POLRMT	19
ENSG00000206324	AGPAT1	CHR_HSCHR6_MHC_QBL_CTG1
ENSG00000111727	HCFC2	12
ENSG00000102309	PIN4	X
ENSG00000233076	DDAH2	CHR_HSCHR6_MHC_MANN_CTG1
ENSG00000230678	BRD2	CHR_HSCHR6_MHC_DBB_CTG1
ENSG00000196214	ZNF766	19
ENSG00000206268	NELFE	CHR_HSCHR6_MHC_DBB_CTG1
ENSG00000011132	APBA3	19
ENSG00000143486	EIF2D	1
ENSG00000198034	RPS4X	X
ENSG00000011007	ELOA	1
ENSG00000186814	ZSCAN30	18
ENSG00000155850	SLC26A2	5
ENSG00000105722	ERF	19
ENSG00000197694	SPTAN1	9
ENSG00000232357	HSD17B8	CHR_HSCHR6_MHC_MCF_CTG1
ENSG00000100941	PNN	14
ENSG00000206329	PPT2	CHR_HSCHR6_MHC_QBL_CTG1
ENSG00000114388	NPRL2	3
ENSG00000080503	SMARCA2	9
ENSG00000090776	EFNB1	X
ENSG00000072786	STK10	5
ENSG00000122642	FKBP9	7
ENSG00000079462	PAFAH1B3	19
ENSG00000140905	GCSH	16
ENSG00000143479	DYRK3	1
ENSG00000278053	DDX52	17
ENSG00000157823	AP3S2	15
ENSG00000138434	ITPRID2	2
ENSG00000159335	PTMS	12
ENSG00000186566	GPATCH8	17
ENSG00000118816	CCNI	4
ENSG00000108510	MED13	17
ENSG00000145779	TNFAIP8	5
ENSG00000161647	MPP3	17
ENSG00000074800	ENO1	1
ENSG00000089693	MLF2	12
ENSG00000148180	GSN	9
ENSG00000197912	SPG7	16
ENSG00000231115	RING1	CHR_HSCHR6_MHC_MCF_CTG1
ENSG00000180340	FZD2	17
ENSG00000126062	TMEM115	3
ENSG00000110711	AIP	11
ENSG00000182979	MTA1	14
ENSG00000181873	IBA57	1
ENSG00000104969	SGTA	19
ENSG00000132356	PRKAA1	5
ENSG00000183072	NKX2-5	5
ENSG00000197417	SHPK	17
ENSG00000063587	ZNF275	X
ENSG00000198792	TMEM184B	22
ENSG00000138413	IDH1	2
ENSG00000174705	SH3PXD2B	5
ENSG00000239329	HLA-DMB	CHR_HSCHR6_MHC_MANN_CTG1
ENSG00000106803	SEC61B	9
ENSG00000154640	BTG3	21
ENSG00000163466	ARPC2	2
ENSG00000105429	MEGF8	19
ENSG00000234704	BRD2	CHR_HSCHR6_MHC_MANN_CTG1
ENSG00000122034	GTF3A	13
ENSG00000113739	STC2	5
ENSG00000205609	EIF3CL	16
ENSG00000230989	HSBP1	16
ENSG00000120129	DUSP1	5
ENSG00000174444	RPL4	15
ENSG00000182541	LIMK2	22
ENSG00000094975	SUCO	1
ENSG00000125686	MED1	17
ENSG00000074181	NOTCH3	19
ENSG00000120837	NFYB	12
ENSG00000171428	NAT1	8
ENSG00000118197	DDX59	1
ENSG00000103150	MLYCD	16
ENSG00000213983	AP1G2	14
ENSG00000204469	PRRC2A	6
ENSG00000101997	CCDC22	X
ENSG00000213923	CSNK1E	22
ENSG00000101350	KIF3B	20
ENSG00000162889	MAPKAPK2	1
ENSG00000227277	RNF5	CHR_HSCHR6_MHC_SSTO_CTG1
ENSG00000077454	LRCH4	7
ENSG00000138764	CCNG2	4
ENSG00000132780	NASP	1
ENSG00000142173	COL6A2	21
ENSG00000105355	PLIN3	19
ENSG00000141867	BRD4	19
ENSG00000140497	SCAMP2	15
ENSG00000236895	GTF2H4	CHR_HSCHR6_MHC_COX_CTG1
ENSG00000112658	SRF	6
ENSG00000168259	DNAJC7	17
ENSG00000230961	MSH5	CHR_HSCHR6_MHC_MANN_CTG1
ENSG00000145592	RPL37	5
ENSG00000108091	CCDC6	10
ENSG00000275700	AATF	17
ENSG00000135414	GDF11	12
ENSG00000254598	CSNK2A3	11
