ensembl_gene_id	signalp	tmhmm	gene_biotype	chromosome_name
ENSG00000183715			protein_coding	11
ENSG00000130723			protein_coding	9
ENSG00000196353			protein_coding	3
ENSG00000067057	SignalP-noTM		protein_coding	10
ENSG00000102854			protein_coding	16
ENSG00000109501		TMhelix	protein_coding	4
ENSG00000171792			protein_coding	12
ENSG00000067057		TMhelix	protein_coding	10
ENSG00000139719			protein_coding	12
ENSG00000167984			protein_coding	16
ENSG00000109501			protein_coding	4
ENSG00000241258			protein_coding	7
ENSG00000283297			protein_coding	12
ENSG00000168487	SignalP-noTM		protein_coding	8
ENSG00000196639		TMhelix	protein_coding	3
ENSG00000126698			protein_coding	1
ENSG00000196639			protein_coding	3
ENSG00000109113			protein_coding	17
ENSG00000275974			protein_coding	CHR_HSCHR1_4_CTG31
ENSG00000189182			protein_coding	12
ENSG00000168487			protein_coding	8
ENSG00000114455			protein_coding	3
ENSG00000176383			protein_coding	12
ENSG00000176383		TMhelix	protein_coding	12
ENSG00000142748	SignalP-noTM		protein_coding	1
ENSG00000066739			protein_coding	14
ENSG00000111785			protein_coding	12
ENSG00000111203			protein_coding	12
ENSG00000228570			protein_coding	10
ENSG00000110848		TMhelix	protein_coding	12
ENSG00000106823	SignalP-noTM		protein_coding	9
ENSG00000164896			protein_coding	7
ENSG00000112081			protein_coding	6
ENSG00000114455	SignalP-noTM	TMhelix	protein_coding	3
ENSG00000196531			protein_coding	12
ENSG00000256574		TMhelix	protein_coding	10
ENSG00000109061			protein_coding	17
ENSG00000249319			protein_coding	7
ENSG00000142192	SignalP-noTM	TMhelix	protein_coding	21
ENSG00000164299			protein_coding	5
ENSG00000106819	SignalP-noTM		protein_coding	9
ENSG00000100362			protein_coding	22
ENSG00000142192		TMhelix	protein_coding	21
ENSG00000137941			protein_coding	1
ENSG00000197312			protein_coding	1
ENSG00000106819			protein_coding	9
ENSG00000152154		TMhelix	protein_coding	2
ENSG00000125257		TMhelix	protein_coding	13
ENSG00000164128		TMhelix	protein_coding	4
ENSG00000215695			protein_coding	1
ENSG00000142192			protein_coding	21
ENSG00000196821			protein_coding	6
ENSG00000179148			protein_coding	17
ENSG00000114455		TMhelix	protein_coding	3
ENSG00000164128			protein_coding	4
ENSG00000165501			protein_coding	14
ENSG00000143376			protein_coding	1
ENSG00000147437	SignalP-noTM		protein_coding	8
ENSG00000179148	SignalP-noTM		protein_coding	17
ENSG00000285625			protein_coding	12
ENSG00000164129		TMhelix	protein_coding	4
ENSG00000125257			protein_coding	13
ENSG00000127080			protein_coding	9
ENSG00000255302			protein_coding	15
ENSG00000117148			protein_coding	1
ENSG00000078699			protein_coding	20
ENSG00000157350		TMhelix	protein_coding	16
ENSG00000133020			protein_coding	17
ENSG00000004478			protein_coding	12
ENSG00000129484			protein_coding	14
ENSG00000171497			protein_coding	4
ENSG00000188818		TMhelix	protein_coding	5
ENSG00000188818			protein_coding	5
ENSG00000205208			protein_coding	4
ENSG00000025423			protein_coding	12
ENSG00000171503		TMhelix	protein_coding	4
ENSG00000204518		TMhelix	protein_coding	1
ENSG00000176798		TMhelix	protein_coding	11
ENSG00000124762			protein_coding	6
ENSG00000188984		TMhelix	protein_coding	1
ENSG00000088970			protein_coding	20
ENSG00000106809	SignalP-noTM		protein_coding	9
ENSG00000213741			protein_coding	14
ENSG00000170425		TMhelix	protein_coding	17
ENSG00000163394		TMhelix	protein_coding	4
ENSG00000157330			protein_coding	1
ENSG00000106809			protein_coding	9
ENSG00000053702			protein_coding	12
ENSG00000264424			protein_coding	17
ENSG00000116726			protein_coding	1
ENSG00000140931		TMhelix	protein_coding	16
ENSG00000174851		TMhelix	protein_coding	11
ENSG00000164116			protein_coding	4
ENSG00000188312			protein_coding	9
ENSG00000062582			protein_coding	7
ENSG00000116721			protein_coding	1
ENSG00000012779			protein_coding	10
ENSG00000274084	SignalP-noTM		protein_coding	CHR_HSCHR19LRC_COX1_CTG3_1
ENSG00000127083	SignalP-noTM		protein_coding	9
ENSG00000274084			protein_coding	CHR_HSCHR19LRC_COX1_CTG3_1
ENSG00000107223			protein_coding	9
ENSG00000185634			protein_coding	15
ENSG00000175395			protein_coding	10
ENSG00000171503			protein_coding	4
ENSG00000165246		TMhelix	protein_coding	Y
ENSG00000013503			protein_coding	12
ENSG00000214128	SignalP-noTM	TMhelix	protein_coding	7
ENSG00000204632	SignalP-noTM	TMhelix	protein_coding	6
ENSG00000214128	SignalP-TM	TMhelix	protein_coding	7
ENSG00000159461		TMhelix	protein_coding	16
ENSG00000214128	SignalP-noTM		protein_coding	7
ENSG00000100416			protein_coding	22
ENSG00000204632			protein_coding	6
ENSG00000198056			protein_coding	12
ENSG00000159461			protein_coding	16
ENSG00000106608			protein_coding	7
ENSG00000239810			protein_coding	1
ENSG00000165246	SignalP-noTM		protein_coding	Y
ENSG00000141433	SignalP-noTM		protein_coding	18
ENSG00000215009			protein_coding	12
ENSG00000111206			protein_coding	12
ENSG00000141504			protein_coding	17
ENSG00000065371			protein_coding	3
ENSG00000078081	SignalP-noTM	TMhelix	protein_coding	3
ENSG00000078081		TMhelix	protein_coding	3
ENSG00000197712			protein_coding	4
ENSG00000270617			protein_coding	7
ENSG00000078081	SignalP-noTM		protein_coding	3
ENSG00000174851			protein_coding	11
ENSG00000078081			protein_coding	3
ENSG00000142186			protein_coding	11
ENSG00000170802			protein_coding	2
ENSG00000168040			protein_coding	11
ENSG00000159208			protein_coding	1
ENSG00000028310			protein_coding	5
ENSG00000078246			protein_coding	12
ENSG00000125124			protein_coding	16
ENSG00000187555			protein_coding	16
ENSG00000174903			protein_coding	11
ENSG00000133640			protein_coding	12
ENSG00000179172			protein_coding	1
ENSG00000036828	SignalP-noTM	TMhelix	protein_coding	3
ENSG00000140931			protein_coding	16
ENSG00000151322			protein_coding	14
ENSG00000197892			protein_coding	8
ENSG00000179111			protein_coding	17
ENSG00000120952			protein_coding	1
ENSG00000174871		TMhelix	protein_coding	11
ENSG00000278174			protein_coding	CHR_HSCHR17_1_CTG5
ENSG00000066379			protein_coding	6
ENSG00000158553			protein_coding	6
ENSG00000174871			protein_coding	11
ENSG00000145020			protein_coding	3
ENSG00000204510			protein_coding	1
ENSG00000171133		TMhelix	protein_coding	9
ENSG00000277585			protein_coding	CHR_HSCHR3_1_CTG3
ENSG00000261667	SignalP-noTM		protein_coding	8
ENSG00000163170			protein_coding	2
ENSG00000276848			protein_coding	CHR_HSCHR19LRC_COX1_CTG3_1
ENSG00000243073			protein_coding	1
ENSG00000266472			protein_coding	1
ENSG00000129245			protein_coding	17
ENSG00000164853			protein_coding	7
ENSG00000186998	SignalP-noTM	TMhelix	protein_coding	22
ENSG00000011566			protein_coding	2
ENSG00000135116		TMhelix	protein_coding	12
ENSG00000084234	SignalP-TM	TMhelix	protein_coding	11
ENSG00000121552			protein_coding	3
ENSG00000186998			protein_coding	22
ENSG00000089597			protein_coding	11
ENSG00000135116			protein_coding	12
ENSG00000278780			protein_coding	CHR_HSCHR19_1_CTG2
ENSG00000232423			protein_coding	1
ENSG00000129194			protein_coding	17
ENSG00000198064			protein_coding	16
ENSG00000278243			protein_coding	CHR_HSCHR8_3_CTG7
ENSG00000198064		TMhelix	protein_coding	16
ENSG00000187545			protein_coding	1
ENSG00000041802			protein_coding	3
ENSG00000198064	SignalP-TM	TMhelix	protein_coding	16
ENSG00000119383			protein_coding	9
ENSG00000166573		TMhelix	protein_coding	18
ENSG00000134160		TMhelix	protein_coding	15
ENSG00000101844			protein_coding	X
ENSG00000105929		TMhelix	protein_coding	7
ENSG00000105929			protein_coding	7
ENSG00000111783			protein_coding	12
ENSG00000197724			protein_coding	9
ENSG00000134160			protein_coding	15
ENSG00000211460			protein_coding	2
ENSG00000115310		TMhelix	protein_coding	2
ENSG00000174718			protein_coding	12
ENSG00000084234			protein_coding	11
ENSG00000242802			protein_coding	7
ENSG00000100365			protein_coding	22
ENSG00000167005			protein_coding	16
ENSG00000084234	SignalP-noTM	TMhelix	protein_coding	11
ENSG00000183778		TMhelix	protein_coding	21
ENSG00000232178		TMhelix	protein_coding	CHR_HSCHR6_MHC_COX_CTG1
ENSG00000131067		TMhelix	protein_coding	20
ENSG00000130770			protein_coding	1
ENSG00000131067			protein_coding	20
ENSG00000228486	SignalP-noTM	TMhelix	protein_coding	2
ENSG00000136514			protein_coding	3
ENSG00000144821	SignalP-noTM		protein_coding	3
ENSG00000231676		TMhelix	protein_coding	CHR_HSCHR6_MHC_COX_CTG1
ENSG00000082781	SignalP-noTM	TMhelix	protein_coding	3
ENSG00000082781			protein_coding	3
ENSG00000122515			protein_coding	7
ENSG00000157005	SignalP-noTM		protein_coding	3
ENSG00000084234		TMhelix	protein_coding	11
ENSG00000122778	SignalP-noTM	TMhelix	protein_coding	7
ENSG00000133104			protein_coding	13
ENSG00000128512			protein_coding	7
ENSG00000228486			protein_coding	2
ENSG00000174989			protein_coding	12
ENSG00000228486	SignalP-noTM		protein_coding	2
ENSG00000198471		TMhelix	protein_coding	3
ENSG00000285938			protein_coding	3
ENSG00000176956	SignalP-noTM		protein_coding	8
ENSG00000277641		TMhelix	protein_coding	CHR_HSCHR17_2_CTG5
ENSG00000213563			protein_coding	8
ENSG00000087263			protein_coding	16
ENSG00000131711			protein_coding	5
ENSG00000138449		TMhelix	protein_coding	2
ENSG00000160959			protein_coding	8
ENSG00000095321			protein_coding	9
ENSG00000180318			protein_coding	12
ENSG00000145014		TMhelix	protein_coding	3
ENSG00000145014			protein_coding	3
ENSG00000198873			protein_coding	10
ENSG00000108953			protein_coding	17
ENSG00000138449			protein_coding	2
ENSG00000150045		TMhelix	protein_coding	12
ENSG00000162433			protein_coding	1
ENSG00000111052			protein_coding	12
ENSG00000048028			protein_coding	11
ENSG00000228712			protein_coding	CHR_HSCHR6_MHC_COX_CTG1
ENSG00000131069		TMhelix	protein_coding	20
ENSG00000255587			protein_coding	6
ENSG00000150045			protein_coding	12
ENSG00000277494	SignalP-noTM		protein_coding	8
ENSG00000254402	SignalP-noTM	TMhelix	protein_coding	8
ENSG00000168952			protein_coding	14
ENSG00000151005			protein_coding	4
ENSG00000131668			protein_coding	9
ENSG00000145321	SignalP-noTM		protein_coding	4
ENSG00000113916			protein_coding	3
ENSG00000214376	SignalP-noTM	TMhelix	protein_coding	11
ENSG00000214376			protein_coding	11
ENSG00000145321			protein_coding	4
ENSG00000115310			protein_coding	2
ENSG00000226788			protein_coding	CHR_HSCHR6_MHC_COX_CTG1
ENSG00000081760			protein_coding	12
ENSG00000274137			protein_coding	CHR_HSCHR8_8_CTG1
ENSG00000225291		TMhelix	protein_coding	CHR_HSCHR6_MHC_COX_CTG1
ENSG00000250571			protein_coding	8
ENSG00000175467			protein_coding	11
ENSG00000181333		TMhelix	protein_coding	11
ENSG00000165633	SignalP-noTM	TMhelix	protein_coding	10
ENSG00000090686		TMhelix	protein_coding	1
ENSG00000115325			protein_coding	2
ENSG00000090686			protein_coding	1
ENSG00000165633	SignalP-noTM		protein_coding	10
ENSG00000180182			protein_coding	X
ENSG00000179361			protein_coding	15
ENSG00000264668			protein_coding	8
ENSG00000277585	SignalP-noTM	TMhelix	protein_coding	CHR_HSCHR3_1_CTG3
ENSG00000168056	SignalP-TM	TMhelix	protein_coding	11
ENSG00000181638			protein_coding	8
ENSG00000164885			protein_coding	7
ENSG00000128815			protein_coding	10
ENSG00000102226			protein_coding	X
ENSG00000119487			protein_coding	9
ENSG00000183067			protein_coding	21
ENSG00000145495		TMhelix	protein_coding	5
ENSG00000145495			protein_coding	5
ENSG00000274000	SignalP-noTM		protein_coding	CHR_HSCHR19LRC_COX1_CTG3_1
ENSG00000276799			protein_coding	CHR_HSCHR17_2_CTG5
ENSG00000131069			protein_coding	20
ENSG00000132561	SignalP-noTM		protein_coding	8
ENSG00000276799	SignalP-noTM	TMhelix	protein_coding	CHR_HSCHR17_2_CTG5
ENSG00000281300			protein_coding	CHR_HSCHR17_3_CTG2
ENSG00000163975	SignalP-noTM		protein_coding	3
ENSG00000168056			protein_coding	11
ENSG00000185942	SignalP-TM	TMhelix	protein_coding	8
ENSG00000132561			protein_coding	8
ENSG00000151883			protein_coding	5
ENSG00000182670			protein_coding	21
ENSG00000124613			protein_coding	6
ENSG00000111729		TMhelix	protein_coding	12
ENSG00000235650			protein_coding	CHR_HSCHR6_MHC_COX_CTG1
ENSG00000150750			protein_coding	11
ENSG00000115317		TMhelix	protein_coding	2
ENSG00000148908			protein_coding	10
ENSG00000111729			protein_coding	12
ENSG00000096654			protein_coding	6
ENSG00000164889			protein_coding	7
ENSG00000168811			protein_coding	3
ENSG00000226490			protein_coding	8
ENSG00000156482			protein_coding	8
ENSG00000166948			protein_coding	20
ENSG00000134698			protein_coding	1
ENSG00000133318		TMhelix	protein_coding	11
ENSG00000214290			protein_coding	11
ENSG00000277585		TMhelix	protein_coding	CHR_HSCHR3_1_CTG3
ENSG00000206503	SignalP-noTM	TMhelix	protein_coding	6
ENSG00000115317			protein_coding	2
ENSG00000165383			protein_coding	10
ENSG00000206503	SignalP-noTM		protein_coding	6
ENSG00000228875			protein_coding	CHR_HSCHR6_MHC_COX_CTG1
ENSG00000143314			protein_coding	1
ENSG00000097021			protein_coding	1
ENSG00000218305		TMhelix	protein_coding	7
ENSG00000109189			protein_coding	4
ENSG00000172987	SignalP-noTM		protein_coding	10
ENSG00000278501		TMhelix	protein_coding	CHR_HSCHR17_3_CTG2
ENSG00000187969			protein_coding	X
ENSG00000284393			protein_coding	12
ENSG00000172987			protein_coding	10
ENSG00000133318			protein_coding	11
ENSG00000125551	SignalP-noTM		protein_coding	2
ENSG00000117154	SignalP-noTM		protein_coding	1
ENSG00000171016			protein_coding	15
ENSG00000125551			protein_coding	2
ENSG00000145391			protein_coding	4
ENSG00000196946			protein_coding	12
ENSG00000198814			protein_coding	X
ENSG00000145029			protein_coding	3
ENSG00000205884	SignalP-noTM		protein_coding	8
ENSG00000188070			protein_coding	11
ENSG00000205883	SignalP-noTM		protein_coding	8
ENSG00000205882	SignalP-noTM	TMhelix	protein_coding	8
ENSG00000104756			protein_coding	8
ENSG00000130182			protein_coding	16
ENSG00000283189			protein_coding	3
ENSG00000169676		TMhelix	protein_coding	4
ENSG00000274764			protein_coding	1
ENSG00000110107			protein_coding	11
ENSG00000121895		TMhelix	protein_coding	4
ENSG00000163263			protein_coding	1
ENSG00000099968			protein_coding	22
ENSG00000277058			protein_coding	1
ENSG00000146858			protein_coding	7
ENSG00000110852		TMhelix	protein_coding	12
ENSG00000185304			protein_coding	2
ENSG00000229571			protein_coding	1
ENSG00000110852			protein_coding	12
ENSG00000099968		TMhelix	protein_coding	22
ENSG00000225590			protein_coding	CHR_HSCHR6_MHC_COX_CTG1
ENSG00000116830			protein_coding	1
ENSG00000188730	SignalP-noTM		protein_coding	7
ENSG00000236011			protein_coding	CHR_HSCHR6_MHC_COX_CTG1
ENSG00000109667		TMhelix	protein_coding	4
ENSG00000134440			protein_coding	18
ENSG00000143947			protein_coding	2
ENSG00000197430		TMhelix	protein_coding	10
ENSG00000164500			protein_coding	7
ENSG00000166448	SignalP-noTM	TMhelix	protein_coding	7
ENSG00000110218		TMhelix	protein_coding	11
ENSG00000166448		TMhelix	protein_coding	7
ENSG00000072506			protein_coding	X
ENSG00000109063			protein_coding	17
ENSG00000166448			protein_coding	7
ENSG00000101670			protein_coding	18
ENSG00000102401		TMhelix	protein_coding	X
ENSG00000224578			protein_coding	16
ENSG00000197430			protein_coding	10
ENSG00000110925			protein_coding	12
ENSG00000162994			protein_coding	2
ENSG00000275031	SignalP-noTM		protein_coding	CHR_HSCHR17_1_CTG9
ENSG00000241713			protein_coding	CHR_HSCHR6_MHC_COX_CTG1
ENSG00000275031			protein_coding	CHR_HSCHR17_1_CTG9
ENSG00000169896	SignalP-noTM	TMhelix	protein_coding	16
ENSG00000241713	SignalP-noTM		protein_coding	CHR_HSCHR6_MHC_COX_CTG1
ENSG00000275051			protein_coding	CHR_HSCHR12_5_CTG2_1
ENSG00000169896			protein_coding	16
ENSG00000109452			protein_coding	4
ENSG00000113360			protein_coding	5
ENSG00000101670	SignalP-noTM		protein_coding	18
ENSG00000109452		TMhelix	protein_coding	4
ENSG00000042813		TMhelix	protein_coding	7
ENSG00000169896		TMhelix	protein_coding	16
ENSG00000151923			protein_coding	10
ENSG00000275617		TMhelix	protein_coding	CHR_HSCHR1_ALT2_1_CTG32_1
ENSG00000115318	SignalP-noTM		protein_coding	2
ENSG00000278659		TMhelix	protein_coding	CHR_HSCHR1_ALT2_1_CTG32_1
ENSG00000042813			protein_coding	7
ENSG00000273508		TMhelix	protein_coding	CHR_HSCHR1_ALT2_1_CTG32_1
ENSG00000187240			protein_coding	11
ENSG00000281489		TMhelix	protein_coding	CHR_HSCHR1_ALT2_1_CTG32_1
ENSG00000115318			protein_coding	2
ENSG00000275754		TMhelix	protein_coding	CHR_HSCHR1_ALT2_1_CTG32_1
ENSG00000256797		TMhelix	protein_coding	12
ENSG00000170537		TMhelix	protein_coding	16
ENSG00000179023		TMhelix	protein_coding	1
ENSG00000277113		TMhelix	protein_coding	CHR_HSCHR1_ALT2_1_CTG32_1
ENSG00000188393		TMhelix	protein_coding	12
ENSG00000102974			protein_coding	16
ENSG00000137312			protein_coding	6
ENSG00000071909			protein_coding	2
ENSG00000126107			protein_coding	1
ENSG00000148925			protein_coding	11
ENSG00000175065	SignalP-noTM	TMhelix	protein_coding	18
ENSG00000286019			protein_coding	1
ENSG00000262860			protein_coding	CHR_HSCHR19_1_CTG3_1
ENSG00000189180			protein_coding	10
ENSG00000079785			protein_coding	2
ENSG00000106976			protein_coding	9
ENSG00000170275	SignalP-noTM	TMhelix	protein_coding	3
ENSG00000137310			protein_coding	6
ENSG00000115307			protein_coding	2
ENSG00000166233			protein_coding	15
ENSG00000124772			protein_coding	6
ENSG00000276340			protein_coding	CHR_HSCHR8_3_CTG7
ENSG00000143297	SignalP-noTM	TMhelix	protein_coding	1
ENSG00000115307		TMhelix	protein_coding	2
ENSG00000137474			protein_coding	11
ENSG00000164889		TMhelix	protein_coding	7
ENSG00000134760	SignalP-noTM		protein_coding	18
ENSG00000204252	SignalP-noTM	TMhelix	protein_coding	6
ENSG00000075043		TMhelix	protein_coding	20
ENSG00000143297	SignalP-noTM		protein_coding	1
ENSG00000204252	SignalP-noTM		protein_coding	6
ENSG00000187806		TMhelix	protein_coding	15
ENSG00000183723		TMhelix	protein_coding	16
ENSG00000155313			protein_coding	21
ENSG00000187806			protein_coding	15
ENSG00000185483	SignalP-noTM		protein_coding	1
ENSG00000173705	SignalP-noTM	TMhelix	protein_coding	3
ENSG00000173705	SignalP-noTM		protein_coding	3
ENSG00000138381			protein_coding	2
ENSG00000185483	SignalP-noTM	TMhelix	protein_coding	1
ENSG00000276016			protein_coding	CHR_HSCHR17_3_CTG2
ENSG00000185483		TMhelix	protein_coding	1
ENSG00000167186			protein_coding	16
ENSG00000089818			protein_coding	12
ENSG00000163507			protein_coding	3
ENSG00000147100		TMhelix	protein_coding	X
ENSG00000075043	SignalP-noTM	TMhelix	protein_coding	20
ENSG00000147100			protein_coding	X
ENSG00000167186		TMhelix	protein_coding	16
ENSG00000163141			protein_coding	1
ENSG00000274935			protein_coding	CHR_HSCHR19LRC_COX1_CTG3_1
ENSG00000251394		TMhelix	protein_coding	CHR_HSCHR6_MHC_COX_CTG1
ENSG00000286165			protein_coding	2
ENSG00000233046		TMhelix	protein_coding	CHR_HSCHR6_MHC_COX_CTG1
ENSG00000286053			protein_coding	2
ENSG00000230780		TMhelix	protein_coding	CHR_HSCHR6_MHC_COX_CTG1
ENSG00000235966		TMhelix	protein_coding	CHR_HSCHR6_MHC_COX_CTG1
ENSG00000075043			protein_coding	20
ENSG00000224234		TMhelix	protein_coding	CHR_HSCHR6_MHC_COX_CTG1
ENSG00000274935	SignalP-noTM		protein_coding	CHR_HSCHR19LRC_COX1_CTG3_1
ENSG00000196782			protein_coding	4
ENSG00000184675			protein_coding	X
ENSG00000279389			protein_coding	CHR_HSCHR19_1_CTG3_1
ENSG00000183036			protein_coding	21
ENSG00000124783	SignalP-noTM	TMhelix	protein_coding	6
ENSG00000164897	SignalP-TM	TMhelix	protein_coding	7
ENSG00000256660			protein_coding	12
ENSG00000124562			protein_coding	6
ENSG00000256660		TMhelix	protein_coding	12
ENSG00000280807			protein_coding	CHR_HSCHR15_2_CTG3
ENSG00000085871	SignalP-noTM	TMhelix	protein_coding	4
ENSG00000113594		TMhelix	protein_coding	5
ENSG00000085871	SignalP-noTM		protein_coding	4
ENSG00000137818			protein_coding	15
ENSG00000124783		TMhelix	protein_coding	6
ENSG00000220205		TMhelix	protein_coding	17
ENSG00000113594			protein_coding	5
ENSG00000153684			protein_coding	15
ENSG00000171159			protein_coding	9
ENSG00000140743			protein_coding	16
ENSG00000085871			protein_coding	4
ENSG00000173702	SignalP-noTM	TMhelix	protein_coding	3
ENSG00000165682			protein_coding	12
ENSG00000152380			protein_coding	5
ENSG00000173702	SignalP-noTM		protein_coding	3
ENSG00000151445			protein_coding	14
ENSG00000165682		TMhelix	protein_coding	12
ENSG00000089597	SignalP-TM	TMhelix	protein_coding	11
ENSG00000218823			protein_coding	7
ENSG00000004766			protein_coding	7
ENSG00000100316			protein_coding	22
ENSG00000113456			protein_coding	5
ENSG00000198774			protein_coding	12
ENSG00000166450	SignalP-noTM	TMhelix	protein_coding	15
ENSG00000166450			protein_coding	15
ENSG00000157927			protein_coding	7
ENSG00000198498			protein_coding	4
ENSG00000234947			protein_coding	CHR_HSCHR6_MHC_COX_CTG1
ENSG00000164877			protein_coding	7
ENSG00000198919			protein_coding	3
ENSG00000100591			protein_coding	14
ENSG00000126088			protein_coding	1
ENSG00000263163			protein_coding	CHR_HSCHR1_1_CTG31
ENSG00000167701			protein_coding	8
ENSG00000178796			protein_coding	1
ENSG00000263163		TMhelix	protein_coding	CHR_HSCHR1_1_CTG31
ENSG00000113460			protein_coding	5
ENSG00000165406		TMhelix	protein_coding	10
ENSG00000171045		TMhelix	protein_coding	8
ENSG00000120054	SignalP-noTM		protein_coding	10
ENSG00000165406			protein_coding	10
ENSG00000120054			protein_coding	10
ENSG00000171045			protein_coding	8
ENSG00000274746			protein_coding	CHR_HSCHR19_2_CTG2
ENSG00000074410	SignalP-noTM	TMhelix	protein_coding	15
ENSG00000223865	SignalP-noTM	TMhelix	protein_coding	6
ENSG00000164304			protein_coding	6
ENSG00000172322		TMhelix	protein_coding	12
ENSG00000223865		TMhelix	protein_coding	6
ENSG00000198881			protein_coding	X
ENSG00000172322			protein_coding	12
ENSG00000162368	SignalP-noTM		protein_coding	1
ENSG00000162368			protein_coding	1
ENSG00000179094			protein_coding	17
ENSG00000078140			protein_coding	4
ENSG00000231389	SignalP-noTM	TMhelix	protein_coding	6
ENSG00000231389		TMhelix	protein_coding	6
ENSG00000030066			protein_coding	11
ENSG00000231389	SignalP-noTM		protein_coding	6
ENSG00000231389			protein_coding	6
ENSG00000129988	SignalP-noTM		protein_coding	20
ENSG00000082805			protein_coding	12
ENSG00000116675			protein_coding	1
ENSG00000070882			protein_coding	7
ENSG00000123607			protein_coding	2
ENSG00000263620		TMhelix	protein_coding	17
ENSG00000151640			protein_coding	10
ENSG00000243716			protein_coding	16
ENSG00000243716		TMhelix	protein_coding	16
ENSG00000270629			protein_coding	1
ENSG00000147117			protein_coding	X
ENSG00000136522			protein_coding	3
ENSG00000009709			protein_coding	1
ENSG00000039319			protein_coding	5
ENSG00000159409			protein_coding	1
ENSG00000225682			protein_coding	CHR_HSCHR6_MHC_COX_CTG1
ENSG00000183560	SignalP-noTM		protein_coding	11
ENSG00000243716	SignalP-TM	TMhelix	protein_coding	16
ENSG00000240045		TMhelix	protein_coding	3
ENSG00000110446		TMhelix	protein_coding	11
ENSG00000029534			protein_coding	8
ENSG00000167193			protein_coding	17
ENSG00000160972			protein_coding	8
ENSG00000203943			protein_coding	1
ENSG00000133424			protein_coding	22
ENSG00000123901	SignalP-noTM	TMhelix	protein_coding	11
ENSG00000100558			protein_coding	14
ENSG00000175376			protein_coding	11
ENSG00000172159		TMhelix	protein_coding	9
ENSG00000134253			protein_coding	1
ENSG00000110446			protein_coding	11
ENSG00000185610			protein_coding	12
ENSG00000196730			protein_coding	9
ENSG00000146950			protein_coding	X
ENSG00000130487			protein_coding	22
ENSG00000102043			protein_coding	X
ENSG00000059378			protein_coding	7
ENSG00000136731			protein_coding	2
ENSG00000029534	SignalP-noTM	TMhelix	protein_coding	8
ENSG00000235132		TMhelix	protein_coding	CHR_HSCHR6_MHC_COX_CTG1
ENSG00000128203			protein_coding	22
ENSG00000175470			protein_coding	10
ENSG00000006118			protein_coding	11
ENSG00000173706	SignalP-noTM	TMhelix	protein_coding	3
ENSG00000175334			protein_coding	11
ENSG00000173706		TMhelix	protein_coding	3
ENSG00000173706			protein_coding	3
ENSG00000233141		TMhelix	protein_coding	CHR_HSCHR6_MHC_COX_CTG1
ENSG00000198663			protein_coding	6
ENSG00000166313			protein_coding	11
ENSG00000134470		TMhelix	protein_coding	10
ENSG00000006118	SignalP-noTM	TMhelix	protein_coding	11
ENSG00000182831			protein_coding	16
ENSG00000115085			protein_coding	2
ENSG00000085644			protein_coding	16
ENSG00000262826			protein_coding	CHR_HSCHR1_1_CTG31
ENSG00000157625			protein_coding	X
ENSG00000133424		TMhelix	protein_coding	22
ENSG00000198663		TMhelix	protein_coding	6
ENSG00000133636	SignalP-noTM		protein_coding	12
ENSG00000132446		TMhelix	protein_coding	X
ENSG00000234469		TMhelix	protein_coding	X
ENSG00000110108	SignalP-noTM	TMhelix	protein_coding	11
ENSG00000137168			protein_coding	6
ENSG00000172159			protein_coding	9
ENSG00000169347	SignalP-noTM	TMhelix	protein_coding	16
ENSG00000134470	SignalP-noTM		protein_coding	10
ENSG00000100744			protein_coding	14
ENSG00000137563	SignalP-noTM		protein_coding	8
ENSG00000147799			protein_coding	8
ENSG00000088992			protein_coding	12
ENSG00000162063			protein_coding	16
ENSG00000169347	SignalP-noTM		protein_coding	16
ENSG00000169347			protein_coding	16
ENSG00000134470			protein_coding	10
ENSG00000136518			protein_coding	3
ENSG00000204183			protein_coding	20
ENSG00000151687			protein_coding	2
ENSG00000275102		TMhelix	protein_coding	CHR_HSCHR1_ALT2_1_CTG32_1
ENSG00000139220			protein_coding	12
ENSG00000133101			protein_coding	13
ENSG00000125965	SignalP-noTM		protein_coding	20
ENSG00000136731		TMhelix	protein_coding	2
ENSG00000177119		TMhelix	protein_coding	12
ENSG00000127952			protein_coding	7
ENSG00000177119			protein_coding	12
ENSG00000122386			protein_coding	16
ENSG00000047644			protein_coding	X
ENSG00000280641		TMhelix	protein_coding	CHR_HSCHR20_1_CTG2
ENSG00000204822			protein_coding	2
ENSG00000204531			protein_coding	6
ENSG00000186867			protein_coding	4
ENSG00000154025		TMhelix	protein_coding	17
ENSG00000186867		TMhelix	protein_coding	4
ENSG00000170035			protein_coding	2
ENSG00000107249			protein_coding	9
ENSG00000158079			protein_coding	9
ENSG00000100099			protein_coding	22
ENSG00000169217			protein_coding	16
ENSG00000165752			protein_coding	10
ENSG00000145491			protein_coding	5
ENSG00000128694			protein_coding	2
ENSG00000176601			protein_coding	2
ENSG00000275774			protein_coding	1
ENSG00000185730			protein_coding	8
ENSG00000249209			protein_coding	21
ENSG00000147130			protein_coding	X
ENSG00000148204	SignalP-noTM	TMhelix	protein_coding	9
ENSG00000109536			protein_coding	4
ENSG00000115966			protein_coding	2
ENSG00000130766			protein_coding	1
ENSG00000148204			protein_coding	9
ENSG00000172671			protein_coding	10
ENSG00000115282			protein_coding	2
ENSG00000280529			protein_coding	CHR_HSCHR20_1_CTG2
ENSG00000138796			protein_coding	4
ENSG00000110777			protein_coding	11
