ensembl_gene_id	ensembl_transcript_id	ensembl_exon_id	rank	transcript_length
ENSG00000160948	ENST00000292510	ENSE00003888676	10	948
ENSG00000160951	ENST00000292513	ENSE00001055620	3	1413
ENSG00000160959	ENST00000292524	ENSE00001214931	4	5337
ENSG00000160961	ENST00000292530	ENSE00001138613	12	4716
ENSG00000257923	ENST00000292535	ENSE00001878777	24	13723
ENSG00000198169	ENST00000292562	ENSE00001428382	5	2953
ENSG00000160993	ENST00000292566	ENSE00001177954	3	2092
ENSG00000160994	ENST00000292574	ENSE00001237406	7	1757
ENSG00000161010	ENST00000292586	ENSE00002037864	7	1168
ENSG00000161013	ENST00000292591	ENSE00003848865	15	2365
ENSG00000213316	ENST00000292596	ENSE00002050377	5	801
ENSG00000161021	ENST00000292599	ENSE00001151658	5	5748
ENSG00000161036	ENST00000292616	ENSE00001133591	15	2160
ENSG00000161055	ENST00000292641	ENSE00002063582	3	478
ENSG00000161057	ENST00000292644	ENSE00003893359	12	2712
ENSG00000161082	ENST00000292672	ENSE00001357967	13	1896
ENSG00000161179	ENST00000292778	ENSE00003683671	5	1309
ENSG00000161180	ENST00000292779	ENSE00001261060	5	2231
ENSG00000043093	ENST00000292782	ENSE00001812456	7	7849
ENSG00000161203	ENST00000292807	ENSE00001315581	12	1931
ENSG00000196967	ENST00000292841	ENSE00001298137	5	8572
ENSG00000269190	ENST00000292852	ENSE00001199310	6	2218
ENSG00000161243	ENST00000292853	ENSE00001199294	6	2315
ENSG00000161277	ENST00000292894	ENSE00001114897	4	1349
ENSG00000161281	ENST00000292907	ENSE00003700794	4	340
ENSG00000161298	ENST00000292928	ENSE00001947359	5	8336
ENSG00000161509	ENST00000293190	ENSE00001308993	13	4271
ENSG00000161513	ENST00000293195	ENSE00003688402	12	1846
ENSG00000161533	ENST00000293217	ENSE00002864661	14	7317
ENSG00000161544	ENST00000293230	ENSE00001193939	4	1962
ENSG00000105507	ENST00000293255	ENSE00001316673	6	1853
ENSG00000161558	ENST00000293261	ENSE00001116371	8	2263
ENSG00000161594	ENST00000293303	ENSE00001058936	5	2012
ENSG00000173757	ENST00000293328	ENSE00001293555	19	5079
ENSG00000161610	ENST00000293330	ENSE00001059073	2	577
ENSG00000161618	ENST00000293350	ENSE00001287002	17	3099
ENSG00000161634	ENST00000293371	ENSE00001772814	5	519
ENSG00000123338	ENST00000293373	ENSE00002353232	31	8980
ENSG00000161638	ENST00000293379	ENSE00003544451	30	4250
ENSG00000161653	ENST00000293404	ENSE00003892665	7	2114
ENSG00000161654	ENST00000293406	ENSE00003897200	5	2552
ENSG00000161664	ENST00000293414	ENSE00001118644	5	2142
ENSG00000161682	ENST00000293443	ENSE00001135933	8	3138
ENSG00000176024	ENST00000293471	ENSE00003716508	6	3165
ENSG00000170426	ENST00000293502	ENSE00001142266	4	1789
ENSG00000125084	ENST00000293549	ENSE00001114101	4	2422
ENSG00000161798	ENST00000293599	ENSE00001217152	4	1449
ENSG00000139610	ENST00000293636	ENSE00001283925	8	953
ENSG00000161835	ENST00000293662	ENSE00001483521	8	1952
ENSG00000170523	ENST00000293670	ENSE00001192785	9	1875
ENSG00000161860	ENST00000293695	ENSE00001260506	6	1248
ENSG00000188868	ENST00000293725	ENSE00001185291	4	2699
ENSG00000170486	ENST00000293745	ENSE00001318769	9	1940
ENSG00000161896	ENST00000293756	ENSE00001810950	6	2618
ENSG00000161904	ENST00000293760	ENSE00002064493	9	2941
ENSG00000161905	ENST00000293761	ENSE00002641038	14	2697
ENSG00000161914	ENST00000293771	ENSE00003479594	9	2154
ENSG00000161920	ENST00000293777	ENSE00001231283	3	836
ENSG00000161940	ENST00000293805	ENSE00001286545	9	3527
ENSG00000239697	ENST00000293825	ENSE00003653470	7	1377
ENSG00000161958	ENST00000293829	ENSE00001264609	5	2578
ENSG00000161960	ENST00000293831	ENSE00001485271	11	1758
ENSG00000161973	ENST00000293845	ENSE00001104353	7	1373
ENSG00000161980	ENST00000293860	ENSE00001326140	3	1372
ENSG00000161981	ENST00000293861	ENSE00001530524	5	1087
ENSG00000161996	ENST00000293879	ENSE00003498740	41	5540
ENSG00000127580	ENST00000293883	ENSE00001529438	9	3243
ENSG00000005513	ENST00000293894	ENSE00001295718	3	3087
ENSG00000162068	ENST00000293973	ENSE00001235511	6	2188
ENSG00000188827	ENST00000294008	ENSE00001226750	15	7315
ENSG00000162104	ENST00000294016	ENSE00001296872	11	7980
ENSG00000162139	ENST00000294064	ENSE00001062923	3	5929
ENSG00000168067	ENST00000294066	ENSE00003183914	32	7147
ENSG00000162144	ENST00000294072	ENSE00001236925	7	2584
ENSG00000162188	ENST00000294117	ENSE00001063212	3	864
ENSG00000213672	ENST00000294129	ENSE00001304328	13	2977
ENSG00000162227	ENST00000294168	ENSE00001142061	11	2023
ENSG00000162231	ENST00000294172	ENSE00001198195	21	2290
ENSG00000162236	ENST00000294179	ENSE00001198081	11	1794
ENSG00000162244	ENST00000294189	ENSE00003840482	4	754
ENSG00000168005	ENST00000294244	ENSE00001219758	6	1954
ENSG00000162300	ENST00000294258	ENSE00001193137	8	1382
ENSG00000167791	ENST00000294288	ENSE00002288874	7	1010
ENSG00000162337	ENST00000294304	ENSE00002193719	23	5177
ENSG00000162341	ENST00000294309	ENSE00001630452	25	4969
ENSG00000162344	ENST00000294312	ENSE00001064294	3	1821
ENSG00000162366	ENST00000294338	ENSE00003590820	4	838
ENSG00000162378	ENST00000294353	ENSE00001064565	14	8143
ENSG00000162384	ENST00000294360	ENSE00001064635	8	1102
ENSG00000162402	ENST00000294383	ENSE00001847641	68	10800
ENSG00000162444	ENST00000294435	ENSE00003508304	4	625
ENSG00000162461	ENST00000294454	ENSE00001425737	5	3129
ENSG00000204624	ENST00000294484	ENSE00001783669	21	5265
ENSG00000162490	ENST00000294485	ENSE00001297775	7	7365
ENSG00000162511	ENST00000294507	ENSE00001247745	8	2177
ENSG00000142920	ENST00000294517	ENSE00003847344	12	5240
ENSG00000162592	ENST00000294600	ENSE00003240679	12	2125
ENSG00000130158	ENST00000294618	ENSE00003569666	48	6430
ENSG00000162643	ENST00000294664	ENSE00001453113	23	2990
ENSG00000213512	ENST00000294671	ENSE00001242533	11	2426
ENSG00000162676	ENST00000294702	ENSE00001817536	7	4554
ENSG00000162692	ENST00000294728	ENSE00001167778	9	3101
ENSG00000162736	ENST00000294785	ENSE00001446230	17	2822
ENSG00000162757	ENST00000294811	ENSE00001068300	2	4684
ENSG00000162763	ENST00000294818	ENSE00001068379	2	1372
ENSG00000162771	ENST00000294829	ENSE00001068444	1	2302
ENSG00000121446	ENST00000294854	ENSE00003850188	22	3735
ENSG00000162817	ENST00000294889	ENSE00001068927	2	2891
ENSG00000162869	ENST00000294952	ENSE00003526052	22	3173
ENSG00000138039	ENST00000294954	ENSE00001925227	11	3076
ENSG00000162878	ENST00000294964	ENSE00001825270	7	2490
ENSG00000162882	ENST00000294973	ENSE00003672224	10	1256
ENSG00000162892	ENST00000294984	ENSE00003571047	7	1976
ENSG00000162909	ENST00000295006	ENSE00003600149	21	3366
ENSG00000162928	ENST00000295030	ENSE00001069928	4	4472
ENSG00000162944	ENST00000295049	ENSE00001283014	9	5419
ENSG00000010072	ENST00000295050	ENSE00001679056	5	3223
ENSG00000162949	ENST00000295055	ENSE00001550115	23	2683
ENSG00000162951	ENST00000295057	ENSE00001516782	2	2602
ENSG00000162975	ENST00000295082	ENSE00001070247	1	2292
ENSG00000162976	ENST00000295083	ENSE00001911849	7	1717
ENSG00000162980	ENST00000295087	ENSE00001827771	6	5264
ENSG00000162981	ENST00000295092	ENSE00001070322	2	6319
ENSG00000075884	ENST00000295095	ENSE00001273181	14	1670
ENSG00000162989	ENST00000295101	ENSE00001287690	3	4628
ENSG00000162998	ENST00000295113	ENSE00001070475	6	2637
ENSG00000163002	ENST00000295119	ENSE00001913972	9	1545
ENSG00000243667	ENST00000295121	ENSE00001604920	8	2591
ENSG00000163006	ENST00000295124	ENSE00003530868	15	2375
ENSG00000163012	ENST00000295131	ENSE00001070635	9	2451
ENSG00000163026	ENST00000295148	ENSE00001944632	4	3848
ENSG00000186453	ENST00000295150	ENSE00001346865	6	1824
ENSG00000163032	ENST00000295156	ENSE00001556697	4	2428
ENSG00000163053	ENST00000295190	ENSE00001071163	5	4315
ENSG00000163060	ENST00000295201	ENSE00001944857	6	1512
ENSG00000163064	ENST00000295206	ENSE00001071269	2	2427
ENSG00000144026	ENST00000295208	ENSE00001941018	5	6189
ENSG00000163071	ENST00000295213	ENSE00001852064	13	4430
ENSG00000115041	ENST00000295225	ENSE00003482345	9	2891
ENSG00000163083	ENST00000295228	ENSE00001071426	2	3206
ENSG00000163093	ENST00000295240	ENSE00001237617	12	3159
ENSG00000163106	ENST00000295256	ENSE00001302624	6	1596
ENSG00000163114	ENST00000295266	ENSE00001071770	1	1372
ENSG00000163116	ENST00000295268	ENSE00001434473	11	1892
ENSG00000180251	ENST00000295269	ENSE00001471641	12	4215
ENSG00000143942	ENST00000295304	ENSE00001137131	3	1309
ENSG00000163157	ENST00000295314	ENSE00003508053	10	1232
ENSG00000163162	ENST00000295317	ENSE00001164142	7	2953
ENSG00000163166	ENST00000295321	ENSE00001924647	14	2973
ENSG00000163171	ENST00000295324	ENSE00001072281	2	5096
ENSG00000163209	ENST00000295367	ENSE00001901937	2	900
ENSG00000163217	ENST00000295379	ENSE00001072541	2	6036
ENSG00000163235	ENST00000295400	ENSE00001849780	6	4117
ENSG00000153208	ENST00000295408	ENSE00001427300	19	3826
ENSG00000163251	ENST00000295417	ENSE00001072750	2	7039
ENSG00000163281	ENST00000295448	ENSE00001072998	7	2235
ENSG00000163285	ENST00000295452	ENSE00001258742	9	6758
ENSG00000163286	ENST00000295453	ENSE00001145357	11	2492
ENSG00000163288	ENST00000295454	ENSE00001256142	9	1939
ENSG00000163293	ENST00000295461	ENSE00001227197	6	5302
ENSG00000163295	ENST00000295463	ENSE00001145790	11	3241
ENSG00000163319	ENST00000295491	ENSE00001181017	6	1550
ENSG00000163347	ENST00000295522	ENSE00001073597	4	3446
ENSG00000163357	ENST00000295542	ENSE00000000301	17	2279
ENSG00000163359	ENST00000295550	ENSE00003897550	44	10532
ENSG00000163377	ENST00000295569	ENSE00001365595	6	2229
ENSG00000163389	ENST00000295588	ENSE00001238898	11	3508
ENSG00000163394	ENST00000295589	ENSE00001074095	5	1746
ENSG00000163399	ENST00000295598	ENSE00001900442	23	3670
ENSG00000163421	ENST00000295619	ENSE00001905962	4	1555
ENSG00000163424	ENST00000295622	ENSE00001074350	3	1800
ENSG00000163428	ENST00000295628	ENSE00001074440	4	7918
ENSG00000163430	ENST00000295633	ENSE00001137726	11	5682
ENSG00000176393	ENST00000295640	ENSE00003850180	11	2399
ENSG00000163440	ENST00000295645	ENSE00002072831	6	900
ENSG00000163453	ENST00000295666	ENSE00003641018	5	1427
ENSG00000163464	ENST00000295683	ENSE00001074911	2	2459
ENSG00000163468	ENST00000295688	ENSE00003338881	14	1977
ENSG00000163479	ENST00000295702	ENSE00001952855	6	1108
ENSG00000163481	ENST00000295704	ENSE00001144106	10	1477
ENSG00000163482	ENST00000295709	ENSE00001936195	27	4873
ENSG00000054356	ENST00000295718	ENSE00001775602	23	3612
ENSG00000163497	ENST00000295727	ENSE00001075303	3	1406
ENSG00000163499	ENST00000295728	ENSE00003589095	4	902
ENSG00000163501	ENST00000295731	ENSE00001143366	3	2473
ENSG00000163507	ENST00000295746	ENSE00001822100	21	4066
ENSG00000163513	ENST00000295754	ENSE00001075557	7	4530
ENSG00000163519	ENST00000295756	ENSE00001928820	6	1831
ENSG00000163517	ENST00000295757	ENSE00001873521	10	2819
ENSG00000163521	ENST00000295759	ENSE00001416383	17	2725
ENSG00000163527	ENST00000295770	ENSE00001299370	16	4107
ENSG00000163558	ENST00000295797	ENSE00001868699	18	4887
ENSG00000042445	ENST00000295802	ENSE00003679509	11	3141
ENSG00000163577	ENST00000295822	ENSE00001313855	5	5534
ENSG00000163576	ENST00000295824	ENSE00001558804	13	2860
ENSG00000163584	ENST00000295830	ENSE00001076218	4	1902
ENSG00000163586	ENST00000295834	ENSE00001076278	4	501
ENSG00000163617	ENST00000295878	ENSE00001241569	17	3889
ENSG00000163624	ENST00000295887	ENSE00001290169	13	4309
ENSG00000163632	ENST00000295896	ENSE00001533812	7	1355
ENSG00000163631	ENST00000295897	ENSE00001823230	15	2285
ENSG00000163633	ENST00000295898	ENSE00001196777	5	908
ENSG00000163634	ENST00000295899	ENSE00001874756	8	892
ENSG00000163645	ENST00000295910	ENSE00003549578	14	2021
ENSG00000163659	ENST00000295924	ENSE00001817264	6	3861
ENSG00000163660	ENST00000295926	ENSE00001899024	11	2322
ENSG00000163661	ENST00000295927	ENSE00001157607	3	1884
ENSG00000163666	ENST00000295934	ENSE00003836589	4	977
ENSG00000136068	ENST00000295956	ENSE00000000022	46	9441
ENSG00000163683	ENST00000295958	ENSE00001207916	5	6252
ENSG00000163694	ENST00000295971	ENSE00002050228	7	5114
ENSG00000008056	ENST00000295987	ENSE00001472563	13	3210
ENSG00000163710	ENST00000295992	ENSE00001077577	9	1896
ENSG00000163719	ENST00000296003	ENSE00001415386	19	2452
ENSG00000163728	ENST00000296015	ENSE00001139779	12	3000
ENSG00000163734	ENST00000296026	ENSE00001210973	4	1075
ENSG00000163735	ENST00000296027	ENSE00001077815	4	2436
ENSG00000163736	ENST00000296028	ENSE00001077820	3	1307
ENSG00000163737	ENST00000296029	ENSE00001077821	3	773
ENSG00000138771	ENST00000296043	ENSE00001824822	11	10891
ENSG00000163751	ENST00000296046	ENSE00001077933	11	1762
ENSG00000163755	ENST00000296051	ENSE00001246195	17	4611
ENSG00000163762	ENST00000296059	ENSE00001244455	6	3727
ENSG00000163788	ENST00000296088	ENSE00001957391	7	5188
ENSG00000163792	ENST00000296096	ENSE00001688488	3	4882
ENSG00000163793	ENST00000296097	ENSE00001560930	7	2065
ENSG00000163794	ENST00000296099	ENSE00001078305	2	795
ENSG00000243147	ENST00000296102	ENSE00001727943	4	508
ENSG00000163807	ENST00000296121	ENSE00001339653	3	5079
ENSG00000163810	ENST00000296125	ENSE00001220188	14	3391
ENSG00000163814	ENST00000296129	ENSE00001156416	9	5963
ENSG00000163815	ENST00000296130	ENSE00003628193	3	816
ENSG00000163818	ENST00000296135	ENSE00001367650	10	4026
ENSG00000163820	ENST00000296137	ENSE00001078617	18	8514
ENSG00000163823	ENST00000296140	ENSE00001209137	2	2646
ENSG00000163825	ENST00000296142	ENSE00001078635	2	837
ENSG00000241186	ENST00000296145	ENSE00001423089	6	1956
ENSG00000163832	ENST00000296149	ENSE00001811169	7	1352
ENSG00000163840	ENST00000296161	ENSE00001212773	5	5768
ENSG00000082781	ENST00000296181	ENSE00001919720	15	4440
ENSG00000163877	ENST00000296215	ENSE00001885538	4	4554
ENSG00000144909	ENST00000296220	ENSE00001942711	13	4598
ENSG00000163884	ENST00000296233	ENSE00001241585	3	2540
ENSG00000163888	ENST00000296238	ENSE00001260429	2	1452
ENSG00000163898	ENST00000296252	ENSE00001957202	10	4001
ENSG00000163902	ENST00000296255	ENSE00001195724	10	2284
ENSG00000163904	ENST00000296257	ENSE00001887141	17	5596
ENSG00000163914	ENST00000296271	ENSE00001079599	5	2768
ENSG00000163923	ENST00000296277	ENSE00001768362	3	729
ENSG00000127241	ENST00000296280	ENSE00003590499	11	3894
ENSG00000163933	ENST00000296292	ENSE00001079773	13	5081
ENSG00000144730	ENST00000296318	ENSE00000966784	13	8698
ENSG00000163958	ENST00000296326	ENSE00001653688	8	1308
ENSG00000163959	ENST00000296327	ENSE00003511981	9	1430
ENSG00000163960	ENST00000296328	ENSE00001265446	11	10521
ENSG00000145016	ENST00000296343	ENSE00001630213	20	9255
ENSG00000163975	ENST00000296350	ENSE00001080206	16	3964
ENSG00000163993	ENST00000296370	ENSE00001080326	2	471
ENSG00000164007	ENST00000296387	ENSE00001277057	5	2841
ENSG00000117385	ENST00000296388	ENSE00003641633	15	2591
ENSG00000164024	ENST00000296411	ENSE00001212900	11	2686
ENSG00000164032	ENST00000296417	ENSE00001080676	5	866
ENSG00000164035	ENST00000296420	ENSE00001847531	12	3966
ENSG00000164037	ENST00000296422	ENSE00002487384	12	1845
ENSG00000164039	ENST00000296424	ENSE00001080720	10	2920
ENSG00000164040	ENST00000296425	ENSE00001418898	3	2769
ENSG00000164049	ENST00000296438	ENSE00001409694	11	1647
ENSG00000164050	ENST00000296440	ENSE00001862797	38	7178
ENSG00000164061	ENST00000296452	ENSE00001207748	12	15971
ENSG00000164062	ENST00000296456	ENSE00001882525	22	2879
ENSG00000164070	ENST00000296464	ENSE00001923629	19	10608
ENSG00000164078	ENST00000296474	ENSE00001677490	20	4772
ENSG00000164087	ENST00000296484	ENSE00001243451	11	1936
ENSG00000164089	ENST00000296486	ENSE00002071189	13	2086
ENSG00000164091	ENST00000296490	ENSE00001125334	9	4286
ENSG00000164099	ENST00000296498	ENSE00001081411	13	4809
ENSG00000164100	ENST00000296499	ENSE00001634973	14	5806
ENSG00000164104	ENST00000296503	ENSE00002081308	5	1441
ENSG00000164105	ENST00000296504	ENSE00001081472	4	1097
ENSG00000164106	ENST00000296506	ENSE00001081477	3	4000
ENSG00000164109	ENST00000296509	ENSE00001796865	5	5227
ENSG00000164111	ENST00000296511	ENSE00001866494	13	1638
ENSG00000164113	ENST00000296513	ENSE00001081556	13	1963
ENSG00000164120	ENST00000296522	ENSE00003847689	7	2619
ENSG00000164122	ENST00000296525	ENSE00001254259	7	3031
ENSG00000164124	ENST00000296529	ENSE00002045356	13	3210
ENSG00000164128	ENST00000296533	ENSE00001081704	3	2762
ENSG00000164134	ENST00000296543	ENSE00003372402	20	6174
ENSG00000170390	ENST00000296550	ENSE00003665760	16	4075
ENSG00000164151	ENST00000296564	ENSE00001225275	19	7930
ENSG00000164161	ENST00000296575	ENSE00001081950	13	9937
ENSG00000164163	ENST00000296577	ENSE00002021363	18	3887
ENSG00000164167	ENST00000296581	ENSE00002023645	4	2226
ENSG00000164168	ENST00000296582	ENSE00001082023	10	4164
ENSG00000164171	ENST00000296585	ENSE00001262757	30	7843
ENSG00000164175	ENST00000296589	ENSE00001853800	7	1728
ENSG00000164176	ENST00000296591	ENSE00001910544	11	4814
ENSG00000164182	ENST00000296597	ENSE00003686163	4	632
ENSG00000164185	ENST00000296600	ENSE00001082206	2	1929
ENSG00000164187	ENST00000296603	ENSE00001082227	18	8116
ENSG00000164211	ENST00000296632	ENSE00001263084	6	4631
ENSG00000164220	ENST00000296641	ENSE00001082567	2	3398
ENSG00000164236	ENST00000296657	ENSE00003695032	4	9586
ENSG00000164237	ENST00000296658	ENSE00001266385	6	3893
ENSG00000164244	ENST00000296666	ENSE00001354123	9	4664
ENSG00000186468	ENST00000296674	ENSE00001476080	4	3252
ENSG00000164251	ENST00000296677	ENSE00001082780	2	2861
ENSG00000164253	ENST00000296679	ENSE00001595103	13	3678
ENSG00000164256	ENST00000296682	ENSE00001082836	11	3193
ENSG00000164258	ENST00000296684	ENSE00003496539	5	669
ENSG00000164265	ENST00000296694	ENSE00003848922	3	516
ENSG00000157510	ENST00000296721	ENSE00003586444	19	6024
ENSG00000164296	ENST00000296736	ENSE00001083170	2	3493
ENSG00000164299	ENST00000296739	ENSE00001083204	1	1841
ENSG00000164303	ENST00000296741	ENSE00001218537	8	3848
ENSG00000131711	ENST00000296755	ENSE00001556259	7	11790
ENSG00000164325	ENST00000296776	ENSE00002243072	2	1761
ENSG00000164326	ENST00000296777	ENSE00003474230	3	800
ENSG00000164331	ENST00000296785	ENSE00001083614	9	2161
ENSG00000164332	ENST00000296786	ENSE00003639433	11	2179
ENSG00000164338	ENST00000296792	ENSE00001403511	13	5096
ENSG00000164342	ENST00000296795	ENSE00001375046	5	6015
ENSG00000164347	ENST00000296805	ENSE00001901034	21	2993
ENSG00000164366	ENST00000296824	ENSE00001083877	3	9283
ENSG00000164379	ENST00000296839	ENSE00001083937	1	2661
ENSG00000145506	ENST00000296849	ENSE00001213812	10	2182
ENSG00000146072	ENST00000296861	ENSE00001084008	6	3595
ENSG00000164399	ENST00000296870	ENSE00001124361	5	924
ENSG00000164400	ENST00000296871	ENSE00001124346	4	788
ENSG00000164406	ENST00000296877	ENSE00001913540	3	861
ENSG00000164438	ENST00000296921	ENSE00001084382	3	1534
ENSG00000164463	ENST00000296953	ENSE00002103392	9	7778
ENSG00000164485	ENST00000296980	ENSE00003712819	7	2893
ENSG00000164500	ENST00000297001	ENSE00001326900	9	1607
ENSG00000164508	ENST00000297012	ENSE00001708511	1	500
ENSG00000006747	ENST00000297029	ENSE00001750790	16	9682
ENSG00000164535	ENST00000297056	ENSE00001905547	15	2839
ENSG00000164548	ENST00000297071	ENSE00001085423	8	1785
ENSG00000164574	ENST00000297107	ENSE00001859677	12	5958
ENSG00000164576	ENST00000297109	ENSE00003698115	4	6185
ENSG00000164600	ENST00000297142	ENSE00001085769	2	1959
ENSG00000164603	ENST00000297145	ENSE00001249485	5	3940
ENSG00000164609	ENST00000297151	ENSE00001085838	16	3480
ENSG00000164615	ENST00000297156	ENSE00001131668	4	2171
ENSG00000164610	ENST00000297157	ENSE00001271164	6	1135
ENSG00000164620	ENST00000297164	ENSE00002104435	7	2536
ENSG00000113013	ENST00000297185	ENSE00003841044	17	4404
ENSG00000164645	ENST00000297203	ENSE00001086285	2	1039
ENSG00000164647	ENST00000297205	ENSE00001886334	5	1219
ENSG00000164687	ENST00000297258	ENSE00003851074	4	676
ENSG00000164690	ENST00000297261	ENSE00001149618	3	4650
ENSG00000164695	ENST00000297265	ENSE00001086655	5	1852
ENSG00000164694	ENST00000297267	ENSE00001928279	23	6548
ENSG00000164692	ENST00000297268	ENSE00001348023	52	5072
ENSG00000127995	ENST00000297273	ENSE00001608383	18	3931
ENSG00000164708	ENST00000297283	ENSE00001850866	3	837
ENSG00000164713	ENST00000297290	ENSE00003528069	3	790
ENSG00000164715	ENST00000297293	ENSE00001086923	14	8974
ENSG00000147509	ENST00000297313	ENSE00003559471	6	2117
ENSG00000164736	ENST00000297316	ENSE00001087027	2	2346
ENSG00000164742	ENST00000297323	ENSE00001202433	20	12657
ENSG00000164743	ENST00000297324	ENSE00001087083	1	1420
ENSG00000164744	ENST00000297325	ENSE00003559756	10	1425
ENSG00000164754	ENST00000297338	ENSE00001276365	14	3660
ENSG00000164758	ENST00000297347	ENSE00001087224	4	985
ENSG00000164761	ENST00000297350	ENSE00001087245	5	2087
ENSG00000164764	ENST00000297354	ENSE00001945819	5	3698
ENSG00000164778	ENST00000297375	ENSE00001087388	2	3395
ENSG00000164796	ENST00000297405	ENSE00001924906	71	13052
ENSG00000164808	ENST00000297423	ENSE00002138025	20	3625
ENSG00000164815	ENST00000297431	ENSE00001720574	14	1924
ENSG00000164821	ENST00000297435	ENSE00001087786	3	587
ENSG00000164822	ENST00000297436	ENSE00001087792	2	465
ENSG00000164825	ENST00000297439	ENSE00001087807	2	375
ENSG00000164818	ENST00000297440	ENSE00001157478	13	3412
ENSG00000164841	ENST00000297459	ENSE00001087929	2	6283
ENSG00000164855	ENST00000297477	ENSE00001239641	9	6051
ENSG00000164867	ENST00000297494	ENSE00001141355	27	4366
ENSG00000164877	ENST00000297508	ENSE00003574084	17	3096
ENSG00000164893	ENST00000297524	ENSE00002094566	4	1867
ENSG00000164896	ENST00000297532	ENSE00003844475	10	1794
ENSG00000164897	ENST00000297533	ENSE00001825881	3	1295
ENSG00000164898	ENST00000297534	ENSE00001929279	2	1014
ENSG00000164902	ENST00000297540	ENSE00001629909	5	3609
ENSG00000164933	ENST00000297578	ENSE00003637630	7	2891
ENSG00000164935	ENST00000297581	ENSE00003490366	4	1953
ENSG00000164944	ENST00000297591	ENSE00002121717	24	6478
ENSG00000164949	ENST00000297596	ENSE00002114213	5	2187
ENSG00000164951	ENST00000297598	ENSE00001668709	2	4210
ENSG00000164972	ENST00000297623	ENSE00003514238	7	1129
ENSG00000164976	ENST00000297625	ENSE00001089087	2	6447
ENSG00000165006	ENST00000297661	ENSE00001564674	7	2705
ENSG00000099377	ENST00000297679	ENSE00003557461	7	2171
ENSG00000165030	ENST00000297689	ENSE00001089499	2	2055
ENSG00000165061	ENST00000297737	ENSE00001638988	7	2471
ENSG00000165078	ENST00000297770	ENSE00002108275	11	2011
ENSG00000165091	ENST00000297784	ENSE00000000306	24	5340
ENSG00000165092	ENST00000297785	ENSE00001709544	13	2096
ENSG00000128596	ENST00000297788	ENSE00001822854	18	4246
ENSG00000165115	ENST00000297814	ENSE00003847033	18	7257
ENSG00000165120	ENST00000297819	ENSE00003840997	3	1160
ENSG00000187955	ENST00000297848	ENSE00001896910	48	8009
ENSG00000165171	ENST00000297873	ENSE00001736786	6	922
ENSG00000147041	ENST00000297875	ENSE00001163459	17	4751
ENSG00000165197	ENST00000297904	ENSE00001127415	7	2069
ENSG00000165202	ENST00000297913	ENSE00001091238	1	945
ENSG00000165219	ENST00000297933	ENSE00001894404	28	9176
ENSG00000165269	ENST00000297988	ENSE00001644259	8	3064
ENSG00000165271	ENST00000297990	ENSE00003846849	26	4834
ENSG00000165272	ENST00000297991	ENSE00001911571	6	1825
ENSG00000165275	ENST00000297994	ENSE00001475021	9	2293
ENSG00000165309	ENST00000298032	ENSE00002310134	19	3718
ENSG00000165304	ENST00000298048	ENSE00002244662	18	2452
ENSG00000139668	ENST00000298125	ENSE00001476437	12	9369
ENSG00000165389	ENST00000298130	ENSE00001092664	2	2662
ENSG00000165392	ENST00000298139	ENSE00003850946	35	7575
ENSG00000165410	ENST00000298159	ENSE00003749396	4	4306
ENSG00000187754	ENST00000298181	ENSE00001721914	8	1340
ENSG00000165434	ENST00000298198	ENSE00001184128	14	8477
ENSG00000165457	ENST00000298223	ENSE00002314479	5	1112
ENSG00000165458	ENST00000298229	ENSE00003845054	28	4789
ENSG00000165462	ENST00000298231	ENSE00001093264	3	1699
ENSG00000165475	ENST00000298248	ENSE00003843035	8	1483
ENSG00000165478	ENST00000298251	ENSE00001230650	7	3225
ENSG00000165496	ENST00000298283	ENSE00001634245	1	772
ENSG00000165501	ENST00000298288	ENSE00001874102	4	1502
ENSG00000165502	ENST00000298289	ENSE00001093650	2	676
ENSG00000165507	ENST00000298295	ENSE00001093671	2	2120
ENSG00000165509	ENST00000298296	ENSE00001203340	8	1932
ENSG00000165512	ENST00000298299	ENSE00001194399	2	2103
ENSG00000165516	ENST00000298307	ENSE00001093728	13	4969
ENSG00000165525	ENST00000298310	ENSE00001856904	33	5819
ENSG00000165527	ENST00000298316	ENSE00001093803	2	3875
ENSG00000165526	ENST00000298317	ENSE00001093798	7	2468
ENSG00000165548	ENST00000298351	ENSE00001158680	24	5363
ENSG00000165568	ENST00000298375	ENSE00003524393	10	1613
ENSG00000133105	ENST00000298386	ENSE00003728452	18	3336
ENSG00000165584	ENST00000298396	ENSE00001289340	8	1270
ENSG00000065665	ENST00000298428	ENSE00001832114	12	2495
ENSG00000165660	ENST00000298492	ENSE00001161313	9	2955
ENSG00000165672	ENST00000298510	ENSE00001123443	7	1553
ENSG00000165695	ENST00000298545	ENSE00003574512	13	1579
ENSG00000165699	ENST00000298552	ENSE00001703619	23	8598
ENSG00000165704	ENST00000298556	ENSE00001904310	9	1395
ENSG00000122203	ENST00000298569	ENSE00003580981	9	2786
ENSG00000111266	ENST00000298573	ENSE00002206195	7	6661
ENSG00000165724	ENST00000298585	ENSE00001095856	6	1395
ENSG00000165730	ENST00000298596	ENSE00003692698	4	3387
ENSG00000165752	ENST00000298630	ENSE00003546748	12	2096
ENSG00000165794	ENST00000298681	ENSE00001096609	4	1376
ENSG00000165799	ENST00000298690	ENSE00001096676	2	1362
